"Uni_N1","Uni_N2"
"eco:b2678","eco:D-Carnitine"
"eco:b2679","eco:D-Carnitine"
"eco:b2677","eco:ADP"
"eco:b2678","eco:ADP"
"eco:b2679","eco:ADP"
"eco:b2677","eco:Phosphate"
"eco:b2678","eco:Phosphate"
"eco:b2679","eco:Phosphate"
"eco:b2677","eco:D-Carnitine"
"eco:b2678","eco:D-Carnitine"
"eco:b2679","eco:D-Carnitine"
"eco:b2677","eco:H2O"
"eco:b2678","eco:H2O"
"eco:b2679","eco:H2O"
"eco:b2677","eco:ATP"
"eco:b2678","eco:ATP"
"eco:b2679","eco:ATP"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)"
"eco:b1094","eco:cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b2836","eco:Hexadecenoate (n-C16:1)"
"eco:b1094","eco:Hexadecenoate (n-C16:1)"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:b3926","eco:Glycerol"
"eco:b3926","eco:ATP"
"eco:b3926","eco:H+"
"eco:b3926","eco:Glycerol 3-phosphate"
"eco:b3926","eco:ADP"
"eco:b2215","eco:tungstate"
"eco:b1377","eco:tungstate"
"eco:b0241","eco:tungstate"
"eco:b0929","eco:tungstate"
"eco:b2215","eco:tungstate"
"eco:b1377","eco:tungstate"
"eco:b0241","eco:tungstate"
"eco:b0929","eco:tungstate"
"eco:b0241","eco:L-Prolinylglycine"
"eco:b0929","eco:L-Prolinylglycine"
"eco:b1377","eco:L-Prolinylglycine"
"eco:b2215","eco:L-Prolinylglycine"
"eco:b0241","eco:L-Prolinylglycine"
"eco:b0929","eco:L-Prolinylglycine"
"eco:b1377","eco:L-Prolinylglycine"
"eco:b2215","eco:L-Prolinylglycine"
"eco:Xanthosine exchange","eco:Xanthosine"
"eco:b0929","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b1377","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b2215","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b0241","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b0929","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b1377","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b2215","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b0241","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b0572","eco:silver"
"eco:b0573","eco:silver"
"eco:b0574","eco:silver"
"eco:b0575","eco:silver"
"eco:b0572","eco:H+"
"eco:b0573","eco:H+"
"eco:b0574","eco:H+"
"eco:b0575","eco:H+"
"eco:b0572","eco:H+"
"eco:b0573","eco:H+"
"eco:b0574","eco:H+"
"eco:b0575","eco:H+"
"eco:b0572","eco:silver"
"eco:b0573","eco:silver"
"eco:b0574","eco:silver"
"eco:b0575","eco:silver"
"eco:b0893","eco:Diphosphate"
"eco:b0893","eco:L-Seryl-tRNA(Sec)"
"eco:b0893","eco:AMP"
"eco:b0893","eco:tRNA(SeCys)"
"eco:b0893","eco:ATP"
"eco:b0893","eco:L-Serine"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)"
"eco:b3825","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C18:1)"
"eco:b3825","eco:Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)"
"eco:b2926","eco:3-Phospho-D-glyceroyl phosphate"
"eco:b2926","eco:ATP"
"eco:b2926","eco:ADP"
"eco:b2926","eco:3-Phospho-D-glycerate"
"eco:b0578","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0578","eco:H+"
"eco:b0578","eco:6,7-Dihydropteridine"
"eco:b0578","eco:5,6,7,8-tetrahydropteridine"
"eco:b0578","eco:Nicotinamide adenine dinucleotide"
"eco:D-Glucuronate 1-phosphate exchange","eco:D-Glucuronate 1-phosphate"
"eco:b4161","eco:Phosphate"
"eco:b4161","eco:CTP"
"eco:b4161","eco:CDP"
"eco:b4161","eco:H+"
"eco:b4161","eco:H2O"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:Hexadecanoate (n-C16:0)"
"eco:b1805","eco:Hexadecanoate (n-C16:0)"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:Palmitoyl-CoA (n-C16:0CoA)"
"eco:b1805","eco:Palmitoyl-CoA (n-C16:0CoA)"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:AMP"
"eco:b1805","eco:AMP"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:ATP"
"eco:b1805","eco:ATP"
"eco:Xanthosine 5'-phosphate exchange","eco:Xanthosine 5'-phosphate"
"eco:b0928","eco:Oxaloacetate"
"eco:b0928","eco:L-Glutamate"
"eco:b0928","eco:L-Aspartate"
"eco:b0928","eco:2-Oxoglutarate"
"eco:b3417","eco:Maltotetraose"
"eco:b3417","eco:D-Glucose 1-phosphate"
"eco:b3417","eco:Phosphate"
"eco:b3417","eco:Maltopentaose"
"eco:D-Glucuronate exchange","eco:D-Glucuronate"
"eco:b3452","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3453","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3450","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3451","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3452","eco:ADP"
"eco:b3453","eco:ADP"
"eco:b3450","eco:ADP"
"eco:b3451","eco:ADP"
"eco:b3452","eco:Phosphate"
"eco:b3453","eco:Phosphate"
"eco:b3450","eco:Phosphate"
"eco:b3451","eco:Phosphate"
"eco:b3452","eco:H+"
"eco:b3453","eco:H+"
"eco:b3450","eco:H+"
"eco:b3451","eco:H+"
"eco:b3452","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3453","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3450","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3451","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3452","eco:H2O"
"eco:b3453","eco:H2O"
"eco:b3450","eco:H2O"
"eco:b3451","eco:H2O"
"eco:b3452","eco:ATP"
"eco:b3453","eco:ATP"
"eco:b3450","eco:ATP"
"eco:b3451","eco:ATP"
"eco:b3544","eco:H+"
"eco:b3543","eco:H+"
"eco:b3542","eco:H+"
"eco:b3541","eco:H+"
"eco:b3540","eco:H+"
"eco:b3544","eco:L-Prolinylglycine"
"eco:b3543","eco:L-Prolinylglycine"
"eco:b3542","eco:L-Prolinylglycine"
"eco:b3541","eco:L-Prolinylglycine"
"eco:b3540","eco:L-Prolinylglycine"
"eco:b3544","eco:ADP"
"eco:b3543","eco:ADP"
"eco:b3542","eco:ADP"
"eco:b3541","eco:ADP"
"eco:b3540","eco:ADP"
"eco:b3544","eco:L-Prolinylglycine"
"eco:b3543","eco:L-Prolinylglycine"
"eco:b3542","eco:L-Prolinylglycine"
"eco:b3541","eco:L-Prolinylglycine"
"eco:b3540","eco:L-Prolinylglycine"
"eco:b3544","eco:Phosphate"
"eco:b3543","eco:Phosphate"
"eco:b3542","eco:Phosphate"
"eco:b3541","eco:Phosphate"
"eco:b3540","eco:Phosphate"
"eco:b3544","eco:H2O"
"eco:b3543","eco:H2O"
"eco:b3542","eco:H2O"
"eco:b3541","eco:H2O"
"eco:b3540","eco:H2O"
"eco:b3544","eco:ATP"
"eco:b3543","eco:ATP"
"eco:b3542","eco:ATP"
"eco:b3541","eco:ATP"
"eco:b3540","eco:ATP"
"eco:b4025","eco:D-Fructose 6-phosphate"
"eco:b4025","eco:D-Glucose 6-phosphate"
"eco:b2530","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2529","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2530","eco:IscS sulfur acceptor protein"
"eco:b2529","eco:IscS sulfur acceptor protein"
"eco:b2530","eco:[2Fe-1S] desulfurated iron-sulfur cluster"
"eco:b2529","eco:[2Fe-1S] desulfurated iron-sulfur cluster"
"eco:b2530","eco:H+"
"eco:b2529","eco:H+"
"eco:b2530","eco:IscU scaffold protein"
"eco:b2529","eco:IscU scaffold protein"
"eco:b2530","eco:IscS with bound sulfur"
"eco:b2529","eco:IscS with bound sulfur"
"eco:b0037","eco:Phosphate"
"eco:b0037","eco:D-carnitinyl-CoA"
"eco:b0037","eco:ATP"
"eco:b0037","eco:ADP"
"eco:b0037","eco:D-Carnitine"
"eco:b0037","eco:Coenzyme A"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b2836","eco:Palmitoyl-ACP (n-C16:0ACP)"
"eco:b1094","eco:Palmitoyl-ACP (n-C16:0ACP)"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b2836","eco:Hexadecanoate (n-C16:0)"
"eco:b1094","eco:Hexadecanoate (n-C16:0)"
"eco:b3927","eco:Glycerol"
"eco:s0001","eco:Glycerol"
"eco:b3927","eco:Glycerol"
"eco:s0001","eco:Glycerol"
"eco:b3825","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C18:0)"
"eco:b3825","eco:Phosphatidylglycerol (dioctadecanoyl, n-C18:0)"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)"
"eco:b3958","eco:Nicotinamide adenine dinucleotide phosphate - reduced"
"eco:b3958","eco:H+"
"eco:b3958","eco:N-Acetyl-L-glutamyl 5-phosphate"
"eco:b3958","eco:Phosphate"
"eco:b3958","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:b3958","eco:N-Acetyl-L-glutamate 5-semialdehyde"
"eco:b0893","eco:L-Seryl-tRNA(Ser)"
"eco:b0893","eco:Diphosphate"
"eco:b0893","eco:ATP"
"eco:b0893","eco:tRNA(Ser)"
"eco:b0893","eco:AMP"
"eco:b0893","eco:L-Serine"
"eco:b0578","eco:Nicotinamide adenine dinucleotide phosphate - reduced"
"eco:b0578","eco:H+"
"eco:b0578","eco:6,7-Dihydropteridine"
"eco:b0578","eco:5,6,7,8-tetrahydropteridine"
"eco:b0578","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:b0763","eco:tungstate"
"eco:b0764","eco:tungstate"
"eco:b0765","eco:tungstate"
"eco:b0763","eco:tungstate"
"eco:b0764","eco:tungstate"
"eco:b0765","eco:tungstate"
"eco:b0763","eco:ATP"
"eco:b0764","eco:ATP"
"eco:b0765","eco:ATP"
"eco:b0763","eco:H2O"
"eco:b0764","eco:H2O"
"eco:b0765","eco:H2O"
"eco:b0763","eco:H+"
"eco:b0764","eco:H+"
"eco:b0765","eco:H+"
"eco:b0763","eco:Phosphate"
"eco:b0764","eco:Phosphate"
"eco:b0765","eco:Phosphate"
"eco:b0763","eco:ADP"
"eco:b0764","eco:ADP"
"eco:b0765","eco:ADP"
"eco:Xanthine exchange","eco:Xanthine"
"eco:b0980","eco:H+"
"eco:b0980","eco:Phosphate"
"eco:b0980","eco:GTP"
"eco:b0980","eco:GDP"
"eco:b0980","eco:H2O"
"eco:b4139","eco:Fumarate"
"eco:b4139","eco:L-Aspartate"
"eco:b4139","eco:Ammonium"
"eco:b2701","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"
"eco:b1193","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"
"eco:b2963","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"
"eco:b2558","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"
"eco:b4392","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"
"eco:b2813","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide"
"eco:b2701","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"
"eco:b1193","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"
"eco:b2963","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"
"eco:b2558","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"
"eco:b4392","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"
"eco:b2813","eco:three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)"
"eco:b2701","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b1193","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b2963","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b2558","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b4392","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b2813","eco:two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:AMP"
"eco:b1805","eco:AMP"
"eco:b1701","eco:Tetradecenoyl-CoA (n-C14:1CoA)"
"eco:b1805","eco:Tetradecenoyl-CoA (n-C14:1CoA)"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:ATP"
"eco:b1805","eco:ATP"
"eco:b1701","eco:tetradecenoate (n-C14:1)"
"eco:b1805","eco:tetradecenoate (n-C14:1)"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b0241","eco:Glycerol"
"eco:b0929","eco:Glycerol"
"eco:b1377","eco:Glycerol"
"eco:b2215","eco:Glycerol"
"eco:b0241","eco:Glycerol"
"eco:b0929","eco:Glycerol"
"eco:b1377","eco:Glycerol"
"eco:b2215","eco:Glycerol"
"eco:D-Glucarate exchange","eco:D-Glucarate"
"eco:b2913","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b2913","eco:3-Phosphohydroxypyruvate"
"eco:b2913","eco:H+"
"eco:b2913","eco:Nicotinamide adenine dinucleotide"
"eco:b2913","eco:3-Phospho-D-glycerate"
"eco:b0463","eco:H+"
"eco:b0462","eco:H+"
"eco:b3035","eco:H+"
"eco:b2470","eco:H+"
"eco:b0463","eco:tetracycline"
"eco:b0462","eco:tetracycline"
"eco:b3035","eco:tetracycline"
"eco:b2470","eco:tetracycline"
"eco:b0463","eco:tetracycline"
"eco:b0462","eco:tetracycline"
"eco:b3035","eco:tetracycline"
"eco:b2470","eco:tetracycline"
"eco:b0463","eco:H+"
"eco:b0462","eco:H+"
"eco:b3035","eco:H+"
"eco:b2470","eco:H+"
"eco:b0929","eco:H+"
"eco:b1377","eco:H+"
"eco:b2215","eco:H+"
"eco:b0241","eco:H+"
"eco:b0929","eco:H+"
"eco:b1377","eco:H+"
"eco:b2215","eco:H+"
"eco:b0241","eco:H+"
"eco:b0036","eco:H2O"
"eco:b0036","eco:crotonobetainyl-CoA"
"eco:b0036","eco:L-Carnitinyl-CoA"
"eco:b2241","eco:Dihydroxyacetone phosphate"
"eco:b2242","eco:Dihydroxyacetone phosphate"
"eco:b2243","eco:Dihydroxyacetone phosphate"
"eco:b2241","eco:2-Demethylmenaquinol 8"
"eco:b2242","eco:2-Demethylmenaquinol 8"
"eco:b2243","eco:2-Demethylmenaquinol 8"
"eco:b2241","eco:Glycerol 3-phosphate"
"eco:b2242","eco:Glycerol 3-phosphate"
"eco:b2243","eco:Glycerol 3-phosphate"
"eco:b2241","eco:2-Demethylmenaquinone 8"
"eco:b2242","eco:2-Demethylmenaquinone 8"
"eco:b2243","eco:2-Demethylmenaquinone 8"
"eco:b1014","eco:Flavin adenine dinucleotide reduced"
"eco:b1014","eco:H+"
"eco:b1014","eco:1-Pyrroline-5-carboxylate"
"eco:b1014","eco:L-Proline"
"eco:b1014","eco:Flavin adenine dinucleotide oxidized"
"eco:s0001","eco:(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one"
"eco:s0001","eco:4,5-dihydroxy-2,3-pentanedione"
"eco:L-Valine exchange","eco:L-Valine"
"eco:b2836","eco:cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)"
"eco:b1094","eco:cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)"
"eco:b2836","eco:tetradecenoate (n-C14:1)"
"eco:b1094","eco:tetradecenoate (n-C14:1)"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b3825","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C16:1)"
"eco:b3825","eco:Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)"
"eco:b3018","eco:1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate"
"eco:b3018","eco:acyl carrier protein"
"eco:b3018","eco:cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)"
"eco:b3018","eco:1-octadec-11-enoyl-sn-glycerol 3-phosphate"
"eco:b4471","eco:Ammonium"
"eco:b1814","eco:Ammonium"
"eco:b2797","eco:Ammonium"
"eco:b3708","eco:Ammonium"
"eco:b4471","eco:Pyruvate"
"eco:b1814","eco:Pyruvate"
"eco:b2797","eco:Pyruvate"
"eco:b3708","eco:Pyruvate"
"eco:b4471","eco:L-Serine"
"eco:b1814","eco:L-Serine"
"eco:b2797","eco:L-Serine"
"eco:b3708","eco:L-Serine"
"eco:b4161","eco:Phosphate"
"eco:b4161","eco:H+"
"eco:b4161","eco:GDP"
"eco:b4161","eco:GTP"
"eco:b4161","eco:H2O"
"eco:b2574","eco:Iminoaspartate"
"eco:b2574","eco:L-Aspartate"
"eco:b2574","eco:Hydrogen peroxide"
"eco:b2574","eco:H+"
"eco:b2574","eco:O2"
"eco:D-Gluconate exchange","eco:D-Gluconate"
"eco:b1193","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"
"eco:b2963","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"
"eco:b2558","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"
"eco:b4392","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"
"eco:b2813","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"
"eco:b2701","eco:N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide"
"eco:b1193","eco:two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"
"eco:b2963","eco:two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"
"eco:b2558","eco:two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"
"eco:b4392","eco:two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"
"eco:b2813","eco:two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"
"eco:b2701","eco:two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)"
"eco:Hypoxanthine transport (periplasm)","eco:Hypoxanthine"
"eco:Hypoxanthine transport (periplasm)","eco:Hypoxanthine"
"eco:b3176","eco:D-Glucosamine 1-phosphate"
"eco:b3176","eco:D-Glucosamine 6-phosphate"
"eco:b2024","eco:1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide"
"eco:b2024","eco:5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide"
"eco:b2979","eco:Glyoxylate"
"eco:b4467","eco:Glyoxylate"
"eco:b4468","eco:Glyoxylate"
"eco:b2979","eco:2-Demethylmenaquinol 8"
"eco:b4467","eco:2-Demethylmenaquinol 8"
"eco:b4468","eco:2-Demethylmenaquinol 8"
"eco:b2979","eco:Glycolate"
"eco:b4467","eco:Glycolate"
"eco:b4468","eco:Glycolate"
"eco:b2979","eco:2-Demethylmenaquinone 8"
"eco:b4467","eco:2-Demethylmenaquinone 8"
"eco:b4468","eco:2-Demethylmenaquinone 8"
"eco:b1701","eco:Tetradecanoyl-CoA (n-C14:0CoA)"
"eco:b1805","eco:Tetradecanoyl-CoA (n-C14:0CoA)"
"eco:b1701","eco:tetradecanoate (n-C14:0)"
"eco:b1805","eco:tetradecanoate (n-C14:0)"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:AMP"
"eco:b1805","eco:AMP"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:ATP"
"eco:b1805","eco:ATP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:H+"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:ADP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Diphosphate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Phosphate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Zinc"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Valine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:phosphatidylethanolamine (dihexadecanoyl, n-C16:0)"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:KDO(2)-lipid IV(A)"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Tryptophan"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Threonine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Thiamine diphosphate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:UTP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Undecaprenyl diphosphate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Tyrosine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Siroheme"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Serine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Riboflavin"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:5,6,7,8-Tetrahydrofolate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Sulfate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Phenylalanine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Pyridoxal 5'-phosphate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Proline"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Protoheme"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Nicotinamide adenine dinucleotide"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Molybdate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:phosphatidylethanolamine (dihexadecanoyl, n-C16:0)"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:nickel"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Ammonium"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:magnesium"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Methionine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Lysine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Mn2+"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:5,10-Methylenetetrahydrofolate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Histidine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:H2O"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Leucine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:potassium"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Isoleucine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Glutamine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Fe3+"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Fe2+"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:GTP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Glycine"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Glutamate"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:dGTP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:dCTP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:dATP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Flavin adenine dinucleotide oxidized"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:dTTP"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Co2+"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:Coenzyme A"
"eco:E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","eco:L-Cysteine"
