"N1","N2"
"P24183","P13024"
"P0AAJ3","P13024"
"P0A8Y3","P13024"
"P0AER3","P13024"
"P0ACV0","P13024"
"P0AES4","P13024"
"P61175","P13024"
"P76194","P13024"
"P0AB91","P13024"
"P0AGK8","P13024"
"P60723","P13024"
"P0AB55","P13024"
"P0AG44","P13024"
"P77616","P13024"
"P06134","P69931"
"P0A717","P69931"
"P0AFI5","P69931"
"P33915","P69931"
"Q47536","P69931"
"P31600","P69931"
"P0ACU0","P25534"
"P77390","P25534"
"P64439","P25534"
"P0A7X6","P25534"
"P76081","P25534"
"P76621","P25534"
"P0ACV4","P0ACB7"
"P04983","P0ACB7"
"P0A910","P37095"
"P0A6R0","P37095"
"P77690","P37095"
"P0A7Y4","P0A6H1"
"P24207","P77182"
"P64479","P77182"
"P0ABJ6","P77783"
"P10443","P77783"
"P24169","P77783"
"P06972","P0A722"
"P21645","P0A722"
"P75863","P17846"
"P69783","P17846"
"P00968","P17846"
"P33599","P17846"
"P76419","P17846"
"P0AC41","P17846"
"P77634","P17846"
"P0AD65","P17846"
"P69451","P17846"
"P0AB14","P0ADE8"
"P0ACC3","P0ADE8"
"P08390","P0ADE8"
"P00634","P0ADE8"
"P75779","P0ADE8"
"P0AE30","P0ADE8"
"P76518","P0ADE8"
"P77569","P0ADE8"
"P39451","P0ADE8"
"P52613","P0ADE8"
"P76190","P0ADE8"
"P46144","P0ADE8"
"P76190","P17410"
"P30748","P0AAG8"
"P0A6W0","P0AAG8"
"P05052","P15770"
"P31064","P15770"
"P0A9F1","P37640"
"P30750","P37640"
"P60723","P37640"
"P0AAM1","P37640"
"P0A9H5","P37640"
"P76145","P37640"
"P76318","P37640"
"P63746","P37640"
"P0A6A8","P0ADQ2"
"P69910","P0ADQ2"
"P75728","P0ADQ2"
"P0A9B2","P0ADQ2"
"P52138","P0ADQ2"
"P0AG40","P04993"
"P0AFG8","P04993"
"P22188","P04993"
"P69922","P04993"
"P19934","P77302"
"P04335","P77302"
"P27249","P0AFB5"
"P69681","P0AFB5"
"P0AEL8","P0AFB5"
"P0AC55","P0AFB5"
"P0A9Z1","P0AFB5"
"P0A940","P0AEU7"
"P30147","P0A761"
"P76316","P0A761"
"P41409","P0A761"
"P76077","P0A761"
"P0A6P9","P0A761"
"Q46858","P0A761"
"P0ABJ6","P18775"
"P0ADI4","P18775"
"P15288","P18775"
"P33129","P07813"
"P0AE18","P07813"
"P0A850","P64476"
"P03819","P64476"
"P0ABS1","P64476"
"P0A6G7","P64476"
"P0A6E6","P0ABB4"
"P0AB01","P0ABB4"
"P0A7Y4","P0ABB4"
"P17315","P0ABB4"
"P0AAM7","P0ABB4"
"P0AAH0","P0ABB4"
"P0A6J5","P0ABB4"
"P75830","P0ABB4"
"P0AEB2","P0ABB4"
"P22333","P0ABB4"
"P0C8J6","P0ABB4"
"P06993","P0ABB4"
"P0A7G6","P0ABB4"
"P08622","P0ABB4"
"P0A9X4","P0ABB4"
"P0A705","P0ABB4"
"P37906","P0ABB4"
"P0A9A6","P0ABB4"
"P10905","P0ABB4"
"P15038","P0ABB4"
"P77717","P0ABB4"
"P0C054","P0ABB4"
"P37188","P0ABB4"
"P06996","P0ABB4"
"P0ABH9","P0ABB4"
"P0A7V0","P0ABB4"
"P0AG55","P0ABB4"
"P0AAN9","P39831"
"P76046","P39831"
"P0AB40","P39831"
"P75745","P39831"
"P0AA53","P39831"
"P31600","P39831"
"P75838","P39831"
"P0A8L7","P39831"
"P0AB91","P39831"
"P76143","P39831"
"P27111","P0AAJ3"
"P28630","P0AAJ3"
"P0A717","P0AAJ3"
"P24192","P0AAM7"
"P0AAM3","P0AAM7"
"P16431","P0AAM7"
"P43674","P0AAM7"
"P24193","P0AAM7"
"P0ABT2","P0AAM7"
"P0ACD8","P0AAM7"
"P0A910","P0AAM7"
"P30131","P0AAM7"
"P0A9B2","P0AAM7"
"P0A7G6","P0AAM7"
"P0A8F8","P0A996"
"P31572","P0A996"
"P0A850","P0A996"
"P75867","P0A715"
"P0A9M0","P0A715"
"P75683","P0A715"
"P22188","P0A715"
"P77365","P0A715"
"P0AE28","P0A731"
"P75936","P62617"
"P76102","P62617"
"P0AE58","P62617"
"P77252","P62617"
"P0A8G6","P23836"
"P08622","P00956"
"P40710","P23917"
"P0A870","P23917"
"P0A7U7","P23917"
"P75960","P0A717"
"P75869","P0A717"
"P0A722","P0A717"
"P10441","P0A717"
"P07813","P0A717"
"P0AAS7","P0A717"
"P08622","P0A717"
"P0ABH9","P0A717"
"P36659","P0A717"
"P36938","P0A717"
"P27111","P0A717"
"P31545","P42604"
"P78285","P42604"
"P77247","P42604"
"P0A8F8","P21362"
"P0AFP6","P21362"
"P21865","P21362"
"P21189","P21362"
"P21363","P21362"
"P0A8M3","P23839"
"P77360","P23839"
"P33634","P23839"
"P52127","P23839"
"P76459","P23839"
"P00490","P05719"
"P0A7Z0","P05719"
"P37631","P05719"
"P0ACF4","P05719"
"P52106","P05719"
"P0AG48","P05719"
"P0ACF0","P05719"
"P60723","P05719"
"P06722","P05719"
"P0A8S1","P05719"
"P39161","P05719"
"P76561","P0A6M8"
"P0A7G6","P0A6M8"
"P18843","P0A6M8"
"P11880","P0A6M8"
"P17443","P0A6M8"
"P24192","P0A6M8"
"P0AFG8","P0A6M8"
"P08622","P0A6M8"
"P0CE47","P0A6M8"
"P22188","P0A6M8"
"P0A9X4","P0A6M8"
"P31133","P0A6M8"
"P36979","P0A6M8"
"P0A759","P0A6M8"
"P10408","P0A6M8"
"P33599","P0A6M8"
"P0A6Y8","P0A6M8"
"P24205","P0A6M8"
"P36683","P0A6M8"
"P0ABU7","P0A6M8"
"P0ABT2","P0A6M8"
"P0A7R5","P0A6M8"
"P62399","P0A6M8"
"P0A7V0","P0A6M8"
"P75828","P0A6M8"
"P0ACY3","P0A6M8"
"P0C8J8","P0A6M8"
"P0A9A6","P0A6M8"
"P0C8J6","P0A6M8"
"P63284","P0A6M8"
"P29745","P0A6M8"
"P09373","P0A6M8"
"P0AFP6","P0A6M8"
"P17802","P0A6M8"
"P33129","P0A6M8"
"P64588","P0A6M8"
"P0A7V3","P0A6M8"
"P60438","P0A6M8"
"P77293","P0A6M8"
"P0A7E9","P0A6M8"
"P00957","P0A6M8"
"P0AC81","P0AFX0"
"P0AGK4","P0AFX0"
"P0AA97","P0AFX0"
"P06610","P0AFX0"
"P42641","P0AFX0"
"P76194","P0AFX0"
"P05194","P0AFX0"
"Q46864","P0AFX0"
"P42914","P0AFX0"
"P00956","P0AE18"
"P0A850","P0AC75"
"P37909","P0AC75"
"P22188","P0AC75"
"P0A9A6","P0AF20"
"P0ABJ1","P0AF20"
"P0AEL6","P0AF20"
"P0AAN9","P0AF20"
"P10443","P0A780"
"P06971","P0A780"
"P21517","P0A780"
"P0AG90","P0A780"
"P30011","P0ABS1"
"P22188","P0A9R7"
"P17952","P0A9R7"
"P13458","P0A9R7"
"P0ABF6","P0A9R7"
"P07024","P0A9R7"
"P30011","P77739"
"P77737","P77739"
"P06999","P77739"
"P10805","P77739"
"P77624","P77739"
"P0A910","P31473"
"P13035","P31473"
"P06996","P31473"
"P0A890","P31473"
"P18956","P31473"
"P42632","P31473"
"P09372","P31473"
"P0AEK2","P31473"
"P77337","P31473"
"P75960","P31473"
"P24205","P31473"
"P0ADF8","P31473"
"P0AFP6","P00393"
"P11454","P00393"
"P33602","P33599"
"P0A910","P33599"
"P0ABF1","P33599"
"P08622","P33599"
"P06996","P33599"
"P10408","P33599"
"P09373","P33599"
"P75863","P33599"
"P69910","P33599"
"P0ACA7","P33599"
"P0C8J6","P33599"
"P00509","P33599"
"P09152","P33599"
"P0ABT2","P33599"
"P22564","P11880"
"P22188","P11880"
"P0A6Y8","P0A6Z3"
"P0A9M0","P0A6Z3"
"P77324","P0A6Z3"
"P0A7Y4","P77788"
"P0A850","P0AD61"
"P75782","P0AD61"
"P11880","P0AD61"
"P0ACF4","P0AD61"
"P37765","P0AD61"
"P0AFP6","P0AD61"
"P46889","P0AD61"
"P05042","P0AD61"
"P0AGJ9","P0AD61"
"P26266","P0AD61"
"P0A9X4","P0A6H5"
"P0A817","P0A6H5"
"P0A7G6","P0A6H5"
"P08622","P0A6H5"
"P25665","P0A6H5"
"P0C8J8","P0A6H5"
"P0A6M8","P0A6H5"
"P04152","P0A6H5"
"P0ABD8","P0A6H5"
"P24182","P0A6H5"
"P0ABL8","P0A6H5"
"P0A9Q5","P0A6H5"
"P77804","P0A6H5"
"P25539","P0A6H5"
"P77318","P0A6H5"
"P0AEE5","P0A6H5"
"P64614","P0A6H5"
"P00561","P0A6H5"
"P0A8S1","P0A6H5"
"P0AFG6","P0A6H5"
"P0A917","P0A6H5"
"P0A7R5","P0A6H5"
"P0DTT0","P0A6H5"
"P0ABJ1","P0A6H5"
"P09549","P0A6H5"
"P26648","P0A6H5"
"P0ADY3","P0A6H5"
"P0A9M0","P0A6H5"
"P39831","P0A6G3"
"P0AE08","P0A6G3"
"P76576","P0A6G3"
"P0ABH7","P0A6G3"
"P77748","P0A6G3"
"P23874","P0A6G3"
"P06988","P0A6G3"
"P29013","P76235"
"P62768","P76235"
"P0ACD8","P19931"
"P19930","P19931"
"P10408","P19931"
"P77161","P19931"
"P0A832","P0AFI2"
"P0AES4","P0AFI2"
"P0A707","P0AFI2"
"P10408","P0AFI2"
"P0A9L8","P0AFI2"
"P11880","P0AFI2"
"P06992","P09030"
"P56257","P09030"
"P0ACZ8","P09030"
"P76034","P09030"
"P0ABZ6","P04968"
"P0A6Q3","P04968"
"P0AG30","P32157"
"P31574","P32157"
"P32169","P32157"
"P00634","P0A759"
"P0A850","P0A759"
"P0A843","P0A759"
"P0AEF4","P09831"
"P06864","P09831"
"P0AEM0","P09831"
"P77488","P09831"
"P0ADI4","P09831"
"P37757","P09831"
"P76344","P09831"
"P06987","P09831"
"P0A850","P0A6F9"
"P67910","P0A6F9"
"P0A988","P0A6F9"
"P0A991","P0A6F9"
"P30745","P0A6F9"
"P0A8U2","P0A6F9"
"P77206","P0A6F9"
"P77395","P0A6F9"
"P0A7H0","P0A6F9"
"P63386","P0A6F9"
"P0AAH0","P0A6F9"
"P24192","P0A6F9"
"P0A9X4","P0A6F9"
"P69739","P0A6F9"
"P45527","P0A6F9"
"P77329","P0A6F9"
"P09372","P0A6F9"
"P63284","P0A6F9"
"P75957","P0A6F9"
"P08373","P0A6F9"
"P07813","P0A6F9"
"P29012","P0A6F9"
"P39177","P0A6F9"
"P76213","P0A6F9"
"P0AGK4","P0A6F9"
"P32177","P0A6F9"
"P0ABU7","P0A6F9"
"P17952","P0A6F9"
"P0ABH9","P0A6F9"
"P04825","P0A6F9"
"P0A717","P0A6F9"
"P0A9R7","P0A6F9"
"P0A6G7","P0A6F9"
"P0A894","P0A6F9"
"P04993","P0A6F9"
"P60716","P0A6F9"
"P54901","P0A6F9"
"P77475","P0A6F9"
"P0A8S1","P0A6F9"
"P31133","P0A6F9"
"P0AEY3","P0A6F9"
"P0A9M0","P0A6F9"
"P0A9X1","P0A6F9"
"P76562","P0A6F9"
"P37751","P0A6F9"
"P76342","P0A6F9"
"P0A812","P0A6F9"
"P09546","P0A6F9"
"P13024","P0A6F9"
"P0A7G6","P0A6F9"
"P0A7Q1","P0A6F9"
"P28248","P0A6F9"
"P0A759","P0A6F9"
"P39180","P0A6F9"
"P0ACB2","P0A6F9"
"P36879","P0A6F9"
"P46923","P0A6F9"
"P76594","P0A6F9"
"P68739","P0A6F9"
"P36683","P0A6F9"
"P0AFP6","P0A6F9"
"P23917","P0A6F9"
"P0A814","P0A6F9"
"P76543","P0A6F9"
"P37678","P0A6F9"
"P0ABG4","P0A6F9"
"P36662","P0A6F9"
"P0AAH8","P0A6F9"
"P0AFH0","P0A6F9"
"P45469","P0A6F9"
"P0ADV5","P0A6F9"
"P05637","P0A6F9"
"P0ABJ3","P0A6F9"
"P15038","P0A6F9"
"P37750","P0A6F9"
"P02918","P0A6F9"
"P50465","P0A6F9"
"P18776","P0A6F9"
"P33570","P0A6F9"
"P0ABV2","P0A6F9"
"P77504","P0A6F9"
"P0AC81","P0A6F9"
"P52126","P0A6F9"
"P0A6Q3","P0A6F9"
"P0A9I5","P0A6F9"
"P37642","P0A6F9"
"P0A8R7","P0A6F9"
"P0ABH7","P0A6F9"
"P75990","P0A6F9"
"P77316","P0A6F9"
"P76194","P0A6F9"
"P0ABD5","P0ACE7"
"P0AEZ7","P0ACE7"
"P76015","P20083"
"P0A707","P20083"
"P0AED9","P20083"
"P65556","P20083"
"P0AE67","P20083"
"P31663","P20083"
"P0A964","P20083"
"P0AG67","P20083"
"P0AFG8","P20083"
"P77031","P20083"
"P0A9S1","P20083"
"P0A6I9","P20083"
"P0ACY9","P20083"
"Q46889","P20083"
"P07012","P20083"
"P08203","P20083"
"P76001","P20083"
"P23873","P20083"
"P0AFD4","P20083"
"P52140","P20083"
"P77395","P0A991"
"P0A759","P0A991"
"P0AA39","P0A991"
"P08622","P0A991"
"P37051","P0AEP3"
"P0AGE9","P0AA43"
"P0A717","P0AA43"
"P0AAJ3","P0AA43"
"P0A8R7","P0AA43"
"P0A8E5","P0AA43"
"P0A8M6","P0AA43"
"P75693","P30745"
"P0ACN4","P30745"
"P21829","P30745"
"P36771","Q46811"
"P00722","Q46811"
"G0ZKW2","Q46811"
"P77739","Q46811"
"P0AE78","Q46811"
"P0ACD8","Q46811"
"P77615","Q46811"
"P24183","Q46811"
"P0DMC7","Q46811"
"P43329","Q46811"
"P77300","Q46811"
"Q47536","Q46811"
"P50457","Q46811"
"P07330","Q46811"
"P0AFG6","P76316"
"P31550","P76316"
"P0A7U7","P76316"
"P08202","P76316"
"P21865","P0AEK4"
"P0ACK5","P0AEK4"
"P21362","P0AEK4"
"P76034","P0AEK4"
"P0A877","P0AEK4"
"P45577","P0A7H0"
"Q47706","P0A7H0"
"P0A8L1","P0A7H0"
"P06136","P0A7H0"
"P39163","P0A7H0"
"Q46893","P0A7H0"
"P0A6J1","P0A7H0"
"P65367","P0A7H0"
"P0AE56","P0A7H0"
"P37631","P0A7H0"
"P31133","P0A8G6"
"P63386","P0A7Y8"
"P0A8E5","P0A7Y8"
"P0A7V3","P0A7Y8"
"P60422","P0A7Y8"
"P0A7V8","P0A7Y8"
"P75864","P0A7Y8"
"P23830","P0A7Y8"
"P0AGJ5","P0A7Y8"
"P37765","P0A7Y8"
"P0AG67","P0A7Y8"
"P0A7B1","P0A7Y8"
"P0A7S9","P0A7Y8"
"P0A7W7","P0A7Y8"
"P0ABH9","P0A7Y8"
"P0A9P6","P0A7Y8"
"P0A8I1","P0A7Y8"
"P05055","P0A7Y8"
"P60723","P0A7Y8"
"P0AA10","P0A7Y8"
"P0A7R9","P0A7Y8"
"P0A707","P0A7Y8"
"P0AA39","P0A7Y8"
"P0A7X3","P0A7Y8"
"P0AG44","P0A7Y8"
"P68679","P0A7Y8"
"P0A7U3","P0A7Y8"
"P0AGK4","P0A7Y8"
"P0ADZ4","P0A7Y8"
"P75946","P0A7Y8"
"P0AG48","P0A7Y8"
"P0ADY3","P0A7Y8"
"P02413","P0A7Y8"
"P0C018","P0A7Y8"
"P0A7L3","P0A7Y8"
"P0A7M6","P0A7Y8"
"P0A7U7","P0A7Y8"
"P0ADY7","P0A7Y8"
"P0AG59","P0A7Y8"
"P60624","P0A7Y8"
"P0A7T3","P0A7Y8"
"P0A7M2","P0A7Y8"
"P0A7K6","P0A7Y8"
"P0A7R5","P0A7Y8"
"P0AG55","P0A7Y8"
"P69931","P0A749"
"P0A717","P0A749"
"P0ABW5","P0A749"
"P76387","P0A749"
"P30870","P0A749"
"P60240","P0A749"
"P04152","P0A749"
"P0AGJ5","P0A8I5"
"P0A9K3","P0A8I5"
"P75864","P0A8I5"
"P21507","P0A8I5"
"P23830","P0A8I5"
"P0A7U7","P0A8I5"
"P00962","P0A8I5"
"P77744","P0A8I5"
"P0A759","P0AG82"
"P30015","P0AG82"
"P02918","P0AG82"
"P0ABU7","P0AG82"
"P0A850","P31133"
"P0AE08","P31133"
"P00634","P31133"
"P0A850","P77454"
"P0ACJ8","P0A6A0"
"P0A8E5","P0A6A0"
"P77218","P0A6A0"
"P05055","P0A6A0"
"P0ABH9","P0A6A0"
"P37127","P0A6A0"
"P0A8A2","P00452"
"P75793","P00452"
"P76015","P00452"
"P0A8E1","P37751"
"P0A910","P37751"
"P0A862","P37751"
"P0AEK2","P37751"
"P63235","P37751"
"P0A998","P37751"
"P0A805","P37751"
"P23843","P37751"
"P0A6Z3","P37751"
"P76015","P37751"
"P15288","P37751"
"P0A978","P37751"
"P0AB14","P37751"
"P0A8G6","P37751"
"P21367","P37751"
"P0ABH7","P37751"
"P0AAI5","P37751"
"P0A8M6","P37751"
"P69441","P37751"
"P0A9Q7","P37751"
"P0AE08","P37751"
"P39177","P37751"
"P0A972","P37751"
"P0A9B2","P37751"
"P69910","P37751"
"P0A9Y6","P37751"
"P09373","P37751"
"P0A850","P37751"
"P0ABT2","P37751"
"P0ACF8","P37751"
"P0AG67","P37751"
"P0A7U7","P37751"
"P0ABT2","P30015"
"P0A850","P30015"
"P0A910","P30015"
"P0AE08","P30015"
"P0A6P1","P30015"
"P0A9Q7","P30015"
"P09373","P30015"
"P0AG67","P30015"
"P27249","P30015"
"P0A8G6","P30015"
"P69910","P30015"
"P00968","P30015"
"P22523","P30015"
"P0AAQ2","P30015"
"P77468","P30015"
"P0A9M0","P63284"
"P67553","P63284"
"P0A6L9","P63284"
"P0A6Z3","P63284"
"P0A6H1","P63284"
"P36659","P63284"
"P0A759","P63284"
"P31133","P63284"
"P0A7V0","P63284"
"P06996","P63284"
"P00722","P63284"
"G0ZKW2","P63284"
"P36979","P63284"
"P0ABH9","P63284"
"P33014","P63284"
"P0C8J6","P63284"
"P46923","P63284"
"P08622","P63284"
"P77324","P63284"
"P0A910","P63284"
"P33599","P63284"
"P0AFW2","P63284"
"P0A812","P63284"
"P0A836","P63284"
"P37751","P63284"
"P0AEI4","P63284"
"P37188","P63284"
"P45568","P63284"
"P0A6Y8","P63284"
"P0AFG8","P63284"
"P0AF20","P62707"
"P36680","P62707"
"P71296","P62707"
"P0AB91","P62707"
"P0ACF8","P0ACG1"
"P0A8X4","P0ACG1"
"P0A905","P0ACG1"
"P0A870","P0ACG1"
"P0A843","P0ACG1"
"P75970","P0ACG1"
"P19931","P0A9W9"
"Q46811","P0A9W9"
"P0AE78","P0A9W9"
"P0AER3","P0ACV0"
"P76268","P76270"
"P69797","P76270"
"P75957","P76270"
"P0AEU7","P76270"
"P0AE30","P76243"
"P0ABD5","P76243"
"P52644","P76243"
"P0ABE2","P0AEI1"
"P35340","P0AEI1"
"P00722","P0AEI1"
"G0ZKW2","P0AEI1"
"P25397","P23874"
"P75989","P23874"
"P10408","P0A8Z3"
"P77806","P0A8Z3"
"P0A7U7","P0A8Z3"
"P69432","P0AED9"
"P22523","P0AED9"
"P77231","P0AED9"
"P0A7U7","P0AED9"
"P10408","P0AED9"
"P0C0U4","P0AED9"
"P75867","P77375"
"P0AB40","P77375"
"P0A7T3","P46852"
"P17446","P46852"
"P0A9G4","P46852"
"P77161","P46852"
"P0A7V0","P0A772"
"P11875","P0A772"
"P0ABL5","P0A772"
"P0AG74","P0A772"
"P0A9A9","P0A772"
"P08622","P0A772"
"P0AFD1","P0A772"
"P76194","P0A772"
"P0ACF8","P0A772"
"P19319","P0A772"
"P0AEZ3","P0A772"
"P31063","P0A772"
"P51020","P00895"
"P37325","P00895"
"P0CF88","P00895"
"P27247","P00895"
"P75728","P60664"
"P19319","P06134"
"P77319","P06134"
"P76256","P06134"
"P13482","P06134"
"P76250","P06134"
"P0ABE2","P77295"
"P07464","P77295"
"P52126","P03817"
"P77396","P03817"
"P0AFY8","P0A8F8"
"P0ACF4","P0A8F8"
"P0ACF4","P0AFY8"
"P0AG59","P0A7S3"
"P0A8E5","P0A7S3"
"P02359","P0A7S3"
"P0AG48","P0A7S3"
"P0A7W1","P0A7S3"
"P60438","P0A7S3"
"P0A7U7","P0A7S3"
"P0A7U3","P0A7S3"
"P0A7V8","P0A7S3"
"P0A7W7","P0A7S3"
"P0A7V3","P0A7S3"
"P61175","P0A7S3"
"P0ADY3","P0A7S3"
"P0AG67","P0A7S3"
"P0A7S9","P0A7S3"
"P0A7R9","P0A7S3"
"P0AA10","P0A7S3"
"P60422","P0A7S3"
"P0A7K6","P0A7S3"
"P02413","P0A7S3"
"P39177","P0A7S3"
"P0A9X4","P0A7S3"
"P0A7R5","P0A7S3"
"P0A7V0","P0A7S3"
"P0A7L3","P0A7S3"
"P0ADZ4","P0A7S3"
"P0AGJ5","P0A7S3"
"P0AG44","P0A7S3"
"P0A9P6","P0A7S3"
"P0A847","P0A7S3"
"P63228","P0A7S3"
"P0ACN4","P0A7S3"
"P76086","P0A7S3"
"Q46821","P0A7S3"
"P64588","P0A7S3"
"P0A8G0","P0A7S3"
"P76316","P0A7S3"
"P0A8W8","P0A7S3"
"P36879","P0A7S3"
"P77781","P0A7S3"
"P0A7X3","P0A7S3"
"P76578","P0A7S3"
"P0A772","P0A7S3"
"P0AEM0","P0A7S3"
"P09158","P0A7S3"
"P0AFW4","P0A7S3"
"P10378","P07003"
"P75822","P07003"
"P02919","P07003"
"P15288","P0ACY9"
"P0ACF4","P0ACY9"
"P0AAV0","P0ACY9"
"P04995","P17888"
"A0A0G3HGF9","P17888"
"P15043","P17888"
"P14294","P17888"
"P21893","P17888"
"P06612","P17888"
"P0A7Y4","P17888"
"P76481","P77329"
"P0A6Z3","P77329"
"P08622","P0A812"
"P0AFP6","P0A812"
"P31131","P0A812"
"P61714","P0A812"
"P77467","P0A812"
"P09373","P0A948"
"P0ABT2","P0A948"
"P39177","P31063"
"P11875","P31063"
"P0A6J5","P31063"
"P17443","P31063"
"P09158","P31063"
"P64426","P31063"
"P15288","P25552"
"P77536","P25552"
"P0A7G6","P25552"
"P0A8F4","P25552"
"P25888","P25552"
"P0A9X4","P25552"
"P0AGJ5","P14081"
"P08622","P14081"
"P0A7V8","P14081"
"P36979","P14081"
"P60422","P14081"
"P0AG67","P14081"
"P60624","P14081"
"P37765","P14081"
"P21507","P14081"
"P0A7V3","P14081"
"P0A7L3","P14081"
"P0A9M8","P14081"
"P0AEU7","P14081"
"P0A7W1","P14081"
"P76104","P14081"
"P0A8M6","P14081"
"P0A7K6","P14081"
"P02413","P14081"
"P60723","P14081"
"P31574","P14081"
"P0AA10","P14081"
"P68919","P14081"
"P0AAG5","P14081"
"P76100","P14081"
"P64479","P14081"
"P0AGL5","P14081"
"P0AG48","P14081"
"P23721","P14081"
"P02359","P14081"
"P24169","P14081"
"P12008","P0AG84"
"P46068","P0AG84"
"P36561","P0AG84"
"P33128","P0AF93"
"P0AFW2","P0AF93"
"P0A988","P0AF93"
"P0A6F9","P0AF93"
"P0AGL2","P0AF93"
"P11988","P0AF93"
"P32689","P0AF93"
"Q47274","P0AF93"
"P60624","P0AF93"
"P02413","P0AF93"
"P0A7S9","P0AF93"
"P0A8B5","P0AF93"
"P0A986","Q46821"
"P68066","Q46821"
"P0A7K6","Q46821"
"P08622","P0AFP6"
"P0AD70","P0AFP6"
"P0A9M0","P0AFP6"
"P0A850","P0AFP6"
"P02932","P0AFP6"
"P77316","P0AFP6"
"P0AEI1","P0AFP6"
"P0AEU7","P0AFP6"
"P21189","P00960"
"P00961","P00960"
"P08622","P00960"
"P0A8B2","P00960"
"P18843","P00960"
"P0AFP6","P00960"
"P30748","P00960"
"P75798","P00960"
"P68688","P00960"
"P0AG55","P00960"
"P62399","P00960"
"P0ADY7","P00960"
"P0AA10","P00960"
"P0A7S9","P00960"
"P0A7T3","P00960"
"P0AG48","P00960"
"P0A7K6","P00960"
"P60723","P00960"
"P0ACN4","P00960"
"P09394","P00960"
"P0A8D0","P69434"
"P0AEN4","P69434"
"P0AAM1","P76078"
"P37903","P76078"
"P0A7U7","P0AEB2"
"P63228","P0AEB2"
"P09151","P0AEB2"
"P0AAN9","P0AEB2"
"P63228","P76121"
"P10378","P76121"
"P75958","P76121"
"P0A8D6","P76121"
"P0AC59","P76121"
"P0A850","P0A843"
"P0AAN5","P0A843"
"P0A972","P0A843"
"P05052","P0A843"
"P0A6Z3","P75862"
"P76341","P33014"
"P75691","P33014"
"P0A7V0","P0ABL8"
"P0A725","P0ABL8"
"P21645","P0ABL8"
"P28305","P0A799"
"P30015","P0A799"
"P31133","P0A799"
"P0A759","P0A799"
"P0A6P9","P0A799"
"P09546","P0A799"
"P21513","P0A799"
"P15038","P0A799"
"P39180","P0A799"
"P37751","P0A799"
"P0A6Q3","P0A799"
"P69910","P0A799"
"P0A7U7","P0A799"
"P0A9B2","P0A799"
"P30864","P0A799"
"P69797","P0A799"
"P30750","P0AEI6"
"P77569","P0AEI6"
"P75672","P0AEI6"
"P33602","P0AFD1"
"P31979","P0AFD1"
"P0AFI5","P0AFD1"
"P0AFD6","P0AFD1"
"P0A7V0","P0AFD1"
"P76347","P0AFD1"
"P0ABL5","P0AFD1"
"P18843","P0AFD1"
"P0AAQ0","P0AFM4"
"P0A7V0","P0AFM4"
"P71301","P0AFM4"
"P0AAS7","P0ADK8"
"P0AGJ5","P0ADK8"
"P37634","P0ADK8"
"P75966","P0ADK8"
"P43329","P0ADK8"
"P30871","P0ADK8"
"P0C018","P0ADK8"
"P37765","P0ADK8"
"P0A7W1","P0ADK8"
"P0A7L3","P0ADK8"
"P60624","P0ADK8"
"P21507","P0ADK8"
"P0A9P6","P0ADK8"
"P0A7K6","P0ADK8"
"P75864","P0ADK8"
"P0AG55","P0ADK8"
"P0AA10","P0ADK8"
"P0AG59","P0ADK8"
"P0AG67","P0ADK8"
"P23830","P0ADK8"
"P0AA39","P0ADK8"
"P61175","P0ADK8"
"P60438","P0ADK8"
"P0AGK4","P0ADK8"
"P0A7V3","P0ADK8"
"P05055","P0ADK8"
"P36979","P0ADK8"
"P0AFM4","P0ADK8"
"P0A7V0","P0ADK8"
"P06959","P0ADK8"
"P0A8M6","P0ADK8"
"P64614","P0ADK8"
"P0AG48","P0ADK8"
"P0A8W8","P0ADK8"
"P0A776","P0ADK8"
"P77781","P0ADK8"
"P0AD61","P0ADK8"
"P62399","P0ADK8"
"P0ABT2","P0ADK8"
"P02359","P0ADK8"
"P22256","P0ADK8"
"P0A850","P54901"
"P0AG67","P54901"
"P76116","P54901"
"P0A8D6","P0AC59"
"P19931","P0AC59"
"P0AEN4","P0AC59"
"P0AG67","P0A6Q3"
"P0A850","P0A6Q3"
"P0AE08","P0A6Q3"
"P09373","P0A6Q3"
"P28915","P0A6Q3"
"P17446","P04395"
"P71301","P33940"
"P76503","P77439"
"P77399","P77439"
"P30749","P32125"
"P00888","P32125"
"P0AAJ3","P76347"
"P0A7T3","P0A7L8"
"P0AG67","P0A7L8"
"P0A7V0","P0A7L8"
"P61949","P0A7L8"
"P10408","P0A7L8"
"P30871","P0A7L8"
"P0AFM4","P0A7L8"
"P0ABH9","P0A7L8"
"P68679","P0A7L8"
"P0AGK4","P0A7L8"
"P0A7K6","P0A7L8"
"P64588","P0A7L8"
"P0A8M6","P0A7L8"
"P0AFH2","P0A7L8"
"P0A8W8","P0A7L8"
"P36979","P0A7L8"
"P0A9P6","P0A7L8"
"P08622","P0A7L8"
"P0AA89","P0A7L8"
"P76187","P0A7L8"
"P76346","P0A7L8"
"P75988","P0A7L8"
"P27238","P0A7L8"
"P00914","P75876"
"P0AG67","P75876"
"P0ACF4","P75876"
"P0ABD5","P75876"
"P0A7U7","P75876"
"P04335","P69783"
"P75863","P69783"
"P0ACD2","P69783"
"P33599","P69783"
"P0ABT2","P69783"
"P0A940","P76403"
"P76219","P76403"
"P35340","P76403"
"P09372","P0A6F5"
