"N1","N2"
"P0AE82","P0AE88"
"P00861","P0AE88"
"P0A9Y6","P0AE88"
"P46482","P0AE88"
"P0AG86","P0AE88"
"P0A9B2","P0AE88"
"P22188","P0AE88"
"P04993","P0AE88"
"P77510","P75785"
"P0A978","P26612"
"P0ACA7","P06987"
"P05637","P06987"
"P0AFP2","P55135"
"Q46907","P55135"
"P43341","P55135"
"P75992","P55135"
"Q46855","P34749"
"P28915","P34749"
"P68688","P0AC62"
"P77746","P0AC62"
"P33025","P0AC62"
"P77268","P0AC62"
"P43533","P0ABA4"
"P0A9H9","P0ABA4"
"P77165","P0ABA4"
"P64530","P0ABA4"
"P07604","P0ABA4"
"P0ABB0","P0ABA4"
"P33643","P21165"
"P21865","P21165"
"P76512","P21165"
"P24218","P28904"
"P0A759","P28904"
"P0AFI7","P28904"
"Q46844","P28904"
"P00968","P28904"
"P16659","P28904"
"P27111","P37595"
"P77736","P37595"
"P35340","P75949"
"P0A7V0","P36548"
"P30850","P36548"
"P0A9F1","P36548"
"P0A717","P36548"
"P77188","P62620"
"P61949","P62620"
"P0A9A6","P62620"
"P77504","P62620"
"P0ABP3","P62620"
"P0ABU2","P62620"
"P37052","P62620"
"P54746","P05458"
"P00722","P05458"
"G0ZKW2","P05458"
"P07004","P05458"
"P0C0L2","P05458"
"P13024","P32176"
"P0A8Y3","P32176"
"P0AER3","P32176"
"P0ACV0","P32176"
"P0AES4","P32176"
"P61175","P32176"
"P0AAJ3","P32176"
"P75798","P32176"
"P0C0L2","P32176"
"P21165","P32176"
"P76346","P32685"
"P77237","P32685"
"P0AG44","P32685"
"P0A7S9","P32685"
"P63417","P32685"
"P17443","P32695"
"P75794","P32695"
"P64426","P32695"
"P0AFD4","P32695"
"Q47702","P32695"
"P45423","P32695"
"P11988","P32695"
"P0ACQ4","P32695"
"P60422","P76773"
"P0A7X3","P76773"
"P75989","P76773"
"P0A7V3","P76773"
"P25745","Q46877"
"P77044","Q46877"
"P0A8M6","Q46877"
"P10408","Q46877"
"P77279","P0AG20"
"P0A9A2","P0AG20"
"P45565","P0AG20"
"P0AB89","P0AG20"
"P0AD05","Q46800"
"P0AEH3","Q46800"
"P75972","Q46800"
"P24232","P0C8K0"
"P0A870","P0C8K0"
"P08400","P0C8K0"
"P0A7B5","P27126"
"P0A903","P27126"
"P28917","P27126"
"P0ACV4","P09127"
"P0A6A3","P09127"
"P0AE30","P09127"
"P0AEW1","P09127"
"P0ACZ2","P09127"
"P0AED7","P09127"
"P0A9F3","P21151"
"P0ABU2","P21151"
"P07023","P21151"
"P76015","P21151"
"P0ACP5","P21151"
"P0AAB4","P21151"
"P0AEN1","P32173"
"P0ACT6","P32173"
"P36928","P32173"
"P0AFW0","P32173"
"P27862","P32173"
"P32125","P32173"
"P52060","P32167"
"P0ACS9","P32167"
"P23836","P32167"
"P76231","P32167"
"P64519","P32167"
"P76256","P30140"
"P76250","P30140"
"P31574","P30140"
"P08400","P30140"
"P0C8K0","P30140"
"P0A7F3","P0A786"
"P31992","P0A786"
"P65298","P0A786"
"P00722","P0A786"
"G0ZKW2","P0A786"
"P21437","P0A786"
"P10907","P04391"
"P0AFK0","P04391"
"P07604","P04391"
"P0A877","P0A9U6"
"P76078","P26608"
"P0AFR4","P76423"
"P76080","P56579"
"P20966","P56579"
"P39831","P56579"
"P31224","P56579"
"P28630","Q46871"
"P0AAT9","Q46871"
"P07010","P45544"
"P14294","P45544"
"P69228","P45544"
"P52612","P37677"
"P17117","P0A8P6"
"P21156","P0A8P6"
"P75672","P30137"
"P0A7E9","P30137"
"P30126","P27294"
"P05825","P27294"
"P08506","P42598"
"P0AEW9","P42598"
"P52037","P42598"
"P67701","P42598"
"P0A7X3","P0A6D7"
"P76256","P0A6D7"
"P0ABP3","P0A6D7"
"P20966","P0A6D7"
"P56579","P0A6D7"
"P0AEP9","P0A6D7"
"P0A8A8","P0A6D7"
"P45544","P0A6D7"
"P75685","Q47622"
"P77634","Q47622"
"P0AF24","Q47622"
"P0AB46","Q47622"
"P17445","Q47622"
"P0AG67","P42914"
"P0AFV4","P42914"
"P77554","P42914"
"P0AGJ9","P42914"
"P27303","P42914"
"P69741","P42914"
"P33668","P66817"
"P33218","P66817"
"P0A964","P66817"
"P09151","P66817"
"P77744","P66817"
"P77544","P66817"
"P33634","P66817"
"Q93K97","P66817"
"P0AEW4","P37639"
"P61714","P37639"
"P0AFK9","P37639"
"P77467","P37639"
"P0AEE8","P37639"
"P0A7J0","P0ACL7"
"P0ABF8","P0ACL7"
"P00861","P0ACL7"
"P0AEW4","P0ACL7"
"P0A915","P0ACL7"
"P0AEE8","P0ACL7"
"P0ADX9","P0ACL7"
"P69797","P27836"
"P0A7Z4","P27836"
"P76344","P27836"
"Q46803","P27836"
"P0ADS6","P27836"
"P37617","P27836"
"P76092","P27836"
"P25894","P27836"
"P0AB43","P0AG34"
"P27829","P0AG34"
"P08245","P0AG34"
"P77463","P0AG34"
"P37353","P0AG34"
"P29208","P0AG34"
"P27238","P0AG34"
"Q46896","P0A9C5"
"P77150","P0A9C5"
"Q46915","P0A9C5"
"P0ACE0","P0A9C5"
"P0A890","P0A9C5"
"P18811","P0A7A7"
"P22939","P0A7A7"
"P0A6A8","P0A7A7"
"P0A7V8","P0A7A7"
"P0A7V3","P0A7A7"
"P0A707","P0A7A7"
"P0A7W7","P0A7A7"
"P0AAN9","P0A7A7"
"P0ABZ4","P0A7A7"
"P0AB77","P0A7A7"
"P0A8J8","P0A7A7"
"P77559","P0AE37"
"P15047","P77280"
"P0ADY1","P77280"
"P0A962","P77280"
"P77757","P29208"
"P37353","P29208"
"P33920","P29208"
"P21338","P69808"
"P0AEH5","P69808"
"P0AG74","P69808"
"P0A836","P69808"
"P75828","P69808"
"P0A959","P69808"
"P76512","P69808"
"P13000","Q46898"
"P76143","Q46898"
"P76145","P0ADR6"
"P77223","P0ADR6"
"P76318","P0ADR6"
"P75942","P0ADR6"
"P33221","P0ADR6"
"P0A870","P0ADR6"
"P0AEM9","P0ADR6"
"P0AET8","P52044"
"P0AFI9","P52044"
"P06960","P52044"
"P68646","P67080"
"P36566","P67080"
"P12295","P0AC35"
"P08337","P0AG27"
"P40719","P0AG27"
"P33937","P0AG27"
"P33225","P0AG27"
"P76104","P0AB77"
"P0AC73","P0AB77"
"P0A850","P0AB77"
"P37751","P0AB77"
"P07913","P0AB77"
"P0AEW4","P31443"
"P0A6Q3","P31443"
"P37653","P31443"
"P43340","P31443"
"P37652","P31443"
"P0A8L1","P31443"
"P0A9B2","P31443"
"P77295","P0ACN7"
"P69797","P0ACN7"
"P0A799","P0ACN7"
"P30864","P0ACN7"
"P21645","P0AFJ1"
"P61714","P0AFJ1"
"P77467","P0AFJ1"
"P0ADY3","P0AFJ1"
"P10408","P0AFJ1"
"P60723","P0AFJ1"
"P0A812","P0AFJ1"
"P0A7V8","P0AFJ1"
"P0A7X3","P0AFJ1"
"P0A722","P0AFJ1"
"P24218","P0AFJ1"
"P0AFW8","P0AFJ1"
"P37639","P0AFJ1"
"P77634","P39297"
"P27829","P39297"
"Q47622","P39297"
"P0AG34","P39297"
"P0AG40","P24177"
"P0A968","P24177"
"P0AES4","P24177"
"P77437","P24197"
"Q47679","P24197"
"P0AGI8","P06968"
"P30749","P06968"
"P76072","P06968"
"P0A823","P0AFT5"
"P07004","P0AFT5"
"P18843","P0AFT5"
"P0AA95","P0AFT5"
"P61316","P0AFT5"
"P33343","P0AFT5"
"P0A978","P37326"
"P76108","P37326"
"P0A6J5","P37326"
"P31666","P37326"
"P05825","P37326"
"P08506","P37326"
"P0ABX5","P37326"
"P0A6R0","P37326"
"P76387","P37326"
"P37339","P0A9L5"
"P33360","P0A9L5"
"P37182","P0A7I4"
"P0A847","P0A7I4"
"P77260","P0A7I4"
"P0A964","P0A7I4"
"P0A832","P0A7I4"
"P0AES6","P0A7I4"
"P09151","P0A7I4"
"P77544","P0A7I4"
"P02942","P0A7I4"
"P07017","P0A7I4"
"P0CF40","P0A7I4"
"P0CF41","P0A7I4"
"P0CF42","P0A7I4"
"P0CF43","P0A7I4"
"P0CF44","P0A7I4"
"P0CF45","P0A7I4"
"P25539","P0A7I4"
"P0AEB2","P0A7I4"
"P75821","P0A7I4"
"P33225","P0A7I4"
"P66817","P0A7I4"
"P75863","P38038"
"P17846","P38038"
"P00968","P38038"
"P77202","P38038"
"P0AD03","P38038"
"P33599","P38038"
"P28631","P38038"
"P76419","P38038"
"P0ACB0","P0AEF0"
"P11880","P0AEF0"
"P0AAS5","P0AEF0"
"P12008","P0AEF0"
"P77437","P0AEF0"
"P24197","P0AEF0"
"P77485","P77549"
"P0ACZ8","P76340"
"P76161","P76340"
"P31060","P05793"
"P60546","P05793"
"P77698","P05793"
"P76104","P05824"
"P0A9Y6","P05824"
"P22186","P05824"
"P0AAT2","P05824"
"P31658","P0ACI6"
"P17115","P0ACI6"
"P69346","P69348"
"P0ADR8","P28304"
"P0AGB3","P28304"
"P36767","P28304"
"P52696","P28304"
"Q46925","P0AGF2"
"P0A6E4","P24228"
"P27248","P24228"
"P21888","P24228"
"P76641","P24228"
"P37388","P0AE48"
"P0ABH0","P0ADX7"
"P0A8Q6","P0ADX7"
"P76147","P0ADX7"
"Q46943","P0ADX7"
"P67660","P0ADX7"
"P0A968","P0AAG0"
"P77308","P0AAG0"
"P76459","P0AC02"
"P0A9Q5","P0AC02"
"P04951","P67430"
"P76594","P0A9W0"
"P0A7V8","P0A9W0"
"P0A6F5","P0A9W0"
"P0A7S9","P0A9W0"
"P0A6F9","P0A9W0"
"P0A7L0","P0A9W0"
"P0A7V3","P0A9W0"
"P0A7U3","P0A9W0"
"P0CE48","P0A9W0"
"P30864","P0A9W0"
"P0A7K6","P0A9W0"
"P08622","P0A9W0"
"P75742","P0A9W0"
"P76578","P0A9W0"
"P03030","P0A9W0"
"P0ACF4","P0A9W0"
"P77396","P0A9W0"
"P0A7S3","P0A9W0"
"P0A7U7","P0A9W0"
"P0AG59","P0A9W0"
"P77802","P0A9W0"
"P67660","P0A9W0"
"P0A7M2","P0A9W0"
"P0AA10","P0A9W0"
"P0A7K2","P0A9W0"
"P0AG48","P0A9W0"
"P66948","P0A9W0"
"P77147","P0A9W0"
"Q46927","P0A9W0"
"P10441","P0A9W0"
"P45523","P0A9W0"
"P04994","P0A9W0"
"P31572","P09162"
"P07821","P09162"
"P25526","P09162"
"P32167","P09162"
"P0ACP1","P16384"
"P60390","P16384"
"P0AEN4","P0A6S5"
"P0A725","P0A6S5"
"P0A7F6","P0A6S5"
"P09833","P42630"
"P76506","P42630"
"P66899","P42630"
"P0AF28","P27896"
"P31802","P27896"
"P69346","P27896"
"P75828","P27896"
"P16659","P27896"
"P0A8L7","C1P5Z8"
"P0ABU5","C1P5Z8"
"P67697","P76106"
"P76556","P76106"
"P76237","P32715"
"P07395","P32715"
"P0ACE3","P32715"
"P15373","P32715"
"P61889","P32715"
"P0AFT5","P32715"
"Q46901","P38521"
"P64455","P38521"
"P0ADS6","P38521"
"P29745","P38521"
"P0AD49","P38521"
"P0A7N4","P38521"
"Q47706","P38521"
"P75792","P38521"
"P33195","P0A6T9"
"P18196","P0A6T9"
"P37664","P0ADK0"
"P60422","P0ADK0"
"P10441","P0ADK0"
"P75989","P0ADK0"
"P76073","P0ADK0"
"P76154","P0ADK0"
"P0A7V3","P0ADK0"
"P0A7X3","P0ADK0"
"P0A9E2","P0ADE2"
"P76177","P0ADE2"
"P23873","P0ADE2"
"P0A953","P0ADE2"
"Q46824","P0ADE2"
"Q46865","P0ADE2"
"P0AB93","P0ADE2"
"P0ACU2","P0ADE2"
"P0AFC7","P0ADE2"
"P0AD68","P46022"
"P76536","P46022"
"P77221","P77397"
"P0A8P1","P0A8P3"
"P0AB55","P0A8P3"
"P19932","P37309"
"P0AFC0","P37309"
"P64585","P37309"
"P46144","P37309"
"P0ACT6","C1P602"
"P33361","P0AEF8"
"P0ABE2","P0AEF8"
"Q57261","P76639"
"P0AAJ8","P45541"
"P75713","P45541"
"P23869","P45541"
"P0A7A2","P45541"
"P39161","P45541"
"P08142","P0ADG1"
"P0AEL3","P0ADG1"
"P07004","P16676"
"P0ABK5","P16676"
"P77165","P0AFM2"
"P13039","P0AFM2"
"P76162","P0AFM2"
"P14900","P39362"
"P0AF12","P39362"
"P23305","P39362"
"P0A8N3","P39362"
"P0A7K2","P39362"
"P20605","P0ADX5"
"P0AG14","P0ADX5"
"P76361","P0ADX5"
"P76243","P0ADX5"
"P0ADZ0","P0ADX5"
"P17952","P39328"
"P21599","P52052"
"P37052","P52052"
"P0A6Z3","P52052"
"P0A7E1","P52052"
"P71229","P52052"
"P0A9T6","P52052"
"P10408","P0AG99"
"P0AEI4","P0AA41"
"P31134","P31135"
"P09373","P76180"
"P00861","P0AD01"
"P04951","P0AD01"
"P0A972","P0AD01"
"P15373","P25536"
"P33022","P25536"
"P40719","P25536"
"P0A8A8","P08722"
"P0A7V3","P0ADN6"
"P60422","P45759"
"P64638","C1P619"
"P0AEE1","P0AFH8"
"P45568","P0AFH8"
"P0ABV2","P0AFH8"
"P46923","P0AFH8"
"P0ABH7","P0AFH8"
"P0ADC1","P0AFH8"
"P0AED0","P24203"
"P0AAB8","P24203"
"P75797","P24203"
"P76147","P24203"
"P0A7G6","P24203"
"P0ACB2","P24203"
"P10408","P24203"
"P0A7K2","P24203"
"P0ABA6","P24203"
"P08368","P08401"
"P76097","P08401"
"P0AC81","P08401"
"P0ABH7","P08401"
"P03004","P08401"
"P0AG80","P08401"
"P0A7Y0","P10908"
"P32662","P10908"
"P0AG11","P10908"
"P77183","P10908"
"P37759","P10908"
"P0ADW6","P10908"
"P18843","P10908"
"P76035","P0CB62"
"P0DM85","P0CB62"
"P76162","P39265"
"P19636","P39265"
"P51025","P39265"
"P27240","P39265"
"P46923","P39265"
"P0A6B7","P28911"
"P07004","P28911"
"P60240","P28911"
"P77252","P28911"
"P05458","P28911"
"P0ABD5","P69874"
"P0A8D0","P16691"
"P76256","P0A944"
"P67910","P0A944"
"P0AG82","P0A944"
"P0A850","P0A944"
"P0A9B2","P0A944"
"P0A799","P0A944"
"P0CE48","P0A944"
"P12758","P0A944"
"P68066","P0A944"
"P0A6M8","P0A944"
"P0A6P1","P0A944"
"P0A7Z4","P0A944"
"P0A9Q7","P0A944"
"P0A6F3","P0A944"
"P00634","P0A944"
"P63284","P0A944"
"P0A8N5","P0A944"
"P0A8A0","P33358"
"P0A8A0","V9PPD8"
"P33602","P25519"
"P0ABU7","P25519"
"P28905","P56976"
"P77319","P32677"
"P32676","P32677"
"P0A8B2","P32677"
"P69054","P77378"
"P76201","P77378"
"P10378","P77378"
"P0A7A5","P0AF76"
"P76148","P0AF76"
"Q46953","P0AF76"
"P0ADF8","P0AF76"
"P21645","P0AF76"
"P31473","P0AF76"
"P0A9N8","P28903"
"P30138","P28903"
"P0AAF6","P28903"
"P0AD61","P28903"
"P75794","P28903"
"P64534","P28903"
"P0AAX8","P28903"
"P00959","P28903"
"P37649","P28903"
"P0AA39","P28903"
"P46923","P28903"
"P14294","P28632"
"P28905","P28632"
"P06710","P28632"
"P28631","P28632"
"P28630","P28632"
"P10443","P28632"
"P03007","P28632"
"P0ABS8","P28632"
"P0AGE0","P28632"
"P76092","P28632"
"P15043","P28632"
"P0A7K2","P28632"
"P0A873","P28632"
"P0A9H1","P28632"
"P0A7L0","P28632"
"P10408","P28632"
"P0A7F3","P28632"
"P0AG80","P28632"
"P0AG48","P28632"
"P31697","P28632"
"P21189","P28632"
"P52043","P28632"
"P25539","P0A937"
"P0ACJ0","P09391"
"P75958","P0AEC0"
"P75958","P37908"
"P77445","P37908"
"P31471","P37908"
"P0A8L1","P37908"
"P0A8G0","P37908"
"P36929","P37908"
"P76079","P71237"
"P30750","P71237"
"P23538","P71237"
"P52614","P69488"
"P0ABH0","P69488"
"P0CE48","P69488"
"P26649","P69488"
"P64463","P0ACT2"
"P0A8T1","P0ACT2"
"P0ADG4","P0ACT2"
"P76086","P0ACT2"
"P76038","P0ACT2"
"P08312","P39176"
"P08337","P0AC47"
"P0AAF6","P0AC47"
"P0AEI4","P0AF40"
"P0AEJ8","P0AF40"
"P0ABV2","P41443"
"P69902","P41443"
"P76086","P41443"
"P76343","P41443"
"Q57083","P41443"
"P0ACR9","P41443"
"P00957","P41443"
"Q46868","P22731"
"P0A7X6","P22731"
"P0A8M3","P22731"
"P0A752","P22731"
"P0A9U6","P22731"
"Q46871","P22731"
"P28721","P22731"
"P0A9F1","A8DYQ1"
"P0AGJ2","P04846"
"P75870","P04846"
"P77700","P11989"
"P0AC13","P11989"
"P76197","P11989"
"P36645","P11989"
"P0AEG6","P11989"
"P33228","P11989"
"P08200","P11071"
"P76007","P11071"
"P33360","P11071"
"P06134","P11071"
"P42599","P11071"
"P0AF03","P11071"
"P05041","P11071"
"P77730","P11071"
"P65294","P69829"
"P21865","P69829"
"P0ADG4","P69829"
"P0AAN1","P69829"
"P0A8D3","P76196"
"P0A855","P02930"
"P75957","P0A9C9"
"P71297","P0A9C9"
"P27241","P0A9C9"
"P0A9Z1","P0AF90"
"P0ADK6","P0AF90"
"P0AFB5","P0AF90"
"P0A996","P0AF90"
"P60422","P0AF90"
"P0AGJ5","P0AF90"
"P0A6U3","P0AF90"
"P0A9P6","P0AF90"
"P02413","P0AF90"
"P37765","P0AF90"
"P02358","P0AF90"
"P03819","P0AF90"
"P77454","P0AF90"
"P62768","P0AF90"
"P0A9X4","P0AF90"
"P33224","P0AF90"
"P09152","P0AF90"
"P0AFS3","P0AF90"
"P10408","P0AF90"
"P45395","P0AF90"
"P45539","P0AF90"
"P52096","P0AF90"
"P0AD03","P0AF90"
"P0A9L8","P0AF90"
"P0AEK4","P0AF90"
"P0AEB7","P0AF90"
"P37773","P0AF90"
"P60560","P0AF90"
"P0A6W9","P0AF90"
"P0AF93","P0AF90"
"P0ADQ7","P0AF90"
"P77781","P0AF90"
"P0ABH7","P0AF90"
"P0A6F5","P0AF90"
"P39831","P0AF90"
"P0A6G7","P0AF90"
"P67910","P0AF90"
"P0A7A9","P0AF90"
"P0ABD5","P45768"
"P0A9Q5","P45768"
"P24182","P45768"
"P52612","P15070"
"P06974","P15070"
"P0AD21","P39279"
"P37909","P39279"
"P36659","P39279"
"P77221","P39279"
"P0AA04","P0AFX4"
"P00579","P0AFX4"
"P37440","P0AFX4"
"P45469","P0AFX4"
"P76555","Q46801"
"P75824","Q46801"
"P0C0L2","P40191"
"P76364","P40191"
"P33354","P40191"
"P33931","P64616"
"P52126","P64616"
"P0A7B1","P64616"
"P0ADB1","P64616"
"P0ABX2","P64616"
"P75769","P64616"
"P0ABY2","P64616"
"P0AFL6","P39360"
"P76061","P39360"
"P0ABE2","P39360"
"P0A9A6","P77173"
"P0AFW4","P24554"
"P18392","P24554"
"P03030","P24554"
"P0AB10","P24554"
"P45469","P24554"
"P0AB38","P32694"
"P75736","P32694"
"P67553","P64631"
"P0AEB7","P64631"
"P0AAU2","P64631"
"P0ABZ1","P00903"
"P10371","P00903"
"P0A6H1","P00903"
"P76502","Q2EES9"
"P77561","P15028"
"P77695","P15028"
"P0ACK8","P15028"
"P11988","P15028"
"P03007","P15028"
"P06710","P15028"
"P0ABS8","P15028"
"P0ACX9","P15028"
"P33354","P15028"
"P0AFG0","P15028"
"P0A7M6","P15028"
"P23305","P22634"
"P64564","P22634"
"P0A6M8","P22634"
"P0A8A4","P22634"
"P37313","P22634"
"P30850","P22634"
"P0A9J0","P22634"
"P12282","P22634"
"P26616","P28722"
"P18843","P28722"
"P16703","P28722"
"P37146","P56258"
"P64530","P56258"
"P46126","P56258"
"P28224","P0ACG8"
"P07014","P0ACG8"
"P75683","P0ACG8"
"P75954","P0ACG8"
"P77319","P0ACG8"
"P13458","P0ACG8"
"P0A9M2","P0AF59"
"P75824","P0AF59"
"P0ACF0","P0AF59"
"P69913","P0AF59"
"P0A734","P27838"
"P76500","P27838"
"P0A988","P27838"
"P00909","Q46941"
"P77649","Q46941"
"P0A9E5","P76569"
"P77609","P76569"
"P69411","P76569"
"P0CF40","P76569"
"P0CF41","P76569"
"P0CF42","P76569"
"P0CF43","P76569"
"P0CF44","P76569"
"P0CF45","P76569"
"P0A9H9","P05523"
"P15373","P05523"
"P0AFD1","P05523"
"P0A742","P05523"
"P08194","P05523"
"P00893","P05523"
"P76346","P0ADN0"
"P76344","P0ADN0"
"P0A6J8","P0ADN0"
"P09373","P0ADN0"
"P77212","P0ADN0"
"P56256","P0ADN0"
"P20099","P0ADN0"
"P0ADG4","P45422"
"Q46953","P45422"
"P0AAJ8","P0A9L3"
"P0AAL9","P0A9L3"
"P0AAE2","P0A9L3"
"P0AER0","P0A9L3"
"P0AFZ7","P0A9L3"
"P0A9E0","P39829"
"P75822","P39829"
"P77245","P39829"
"P15038","P00936"
"P37349","P00936"
"P15373","P00936"
"P60240","P00936"
"P00895","P00936"
"P05827","P00936"
"P08312","P00936"
"P16917","P16916"
"P16918","P16916"
"P16919","P16916"
"P06149","P16916"
"P0A8N3","P16916"
"P0A6M8","P16916"
"P00722","P16916"
"G0ZKW2","P16916"
"P06611","P16916"
"P61949","P76136"
"P0A9P4","P33012"
"P76500","P0A881"
"P0A7Y0","P0A881"
"P0ADK6","P0A881"
"P07000","P0A8X0"
"P10408","P0A8X0"
"P77293","P0A8X0"
"P32701","P0A8X0"
"P32718","P0A8X0"
"P62399","P0A8X0"
"P0A7L0","P0A8X0"
"P68919","P0A8X0"
"P0A9Y6","P0A8X0"
"P60422","P0A8X0"
"P60723","P0A8X0"
"P0ABD5","P0A8X0"
"P0ADY3","P0A8X0"
"P0A7M2","P0A8X0"
"P0ADY7","P0A8X0"
"P60624","P0A8X0"
"P0A7K6","P0A8X0"
"P0ADZ0","P0A8X0"
"P06136","P29131"
"P76086","P29131"
"P77360","P29131"
"P75931","P29131"
"P52127","P29131"
"P0A8R0","P29131"
"P23839","P29131"
"P32169","P29131"
"P0AA04","P0AF10"
"Q46953","P0AF10"
"P0C018","P39284"
"P0AA57","P39284"
"P69411","P39284"
"P33354","P0A9P9"
"P0A7V0","P0A9P9"
"P0A7W1","P0A9P9"
"P0A9X4","P0A9P9"
"P0A772","P0A9P9"
"P0AFA5","P0A9P9"
"P61949","P0A9P9"
"P0A9H5","P0A9P9"
"P15032","P0A9P9"
"P77552","P0A9P9"
"P09549","P0A9P9"
"P0A763","P0A9P9"
"P0AE06","P39325"
"P77234","P39325"
"P76142","P39325"
"P67662","P39325"
"P65643","P39325"
"P09147","Q46919"
"Q46953","P0A6U5"
"P31224","P0A6U5"
"P30011","P0A6U5"
"Q46896","P32137"
"P52095","P0A9H3"
"P31473","P0A9H3"
"P0DMC9","P0A9H3"
"P37689","P0A9H3"
"P75905","P0A9H3"
"P0A6S7","P0A9H3"
"P0C054","P68187"
"P22333","P68187"
"P0A9X4","P68187"
"P0AAH0","P68187"
"P0C8J6","P68187"
"P0A9A6","P68187"
"P06993","P68187"
"P0C058","P68187"
"P0A7G6","P68187"
"P0CE47","P68187"
"P37188","P68187"
"P06996","P68187"
"P0AFP6","P68187"
"P39177","P68187"
"P08622","P68187"
"P08957","P08956"
"P16659","P08956"
"P0A8E1","P08956"
"P05719","P08956"
"P43329","P08956"
"P0A7K2","P08956"
"P29217","P08956"
"P0A6L7","P08956"
"P52119","P08956"
"P28904","P08956"
"P77580","P25889"
"P76440","P25889"
"P60560","P15034"
"P15288","P15034"
"P33596","P15034"
"P0AD61","P15034"
"P0AF26","P15034"
"P00968","P15034"
"P08394","P15034"
"P0A6J5","P0ABC7"
"P0A6H1","P0ABC7"
"P62707","P0ABC7"
"P0A9A6","P0ABC7"
"P0AF20","P0ABC7"
"P0ADY3","P0ABC7"
"P0AEZ3","P0ABC7"
"P0A9U1","P0ABC7"
"P76108","P0ABC7"
"P13035","P0ABC7"
"P09373","P0ABC7"
"P22523","P0ABC7"
"P0ABJ1","P0ABC7"
"P0AEL6","P0ABC7"
"P37903","P0ABC7"
"P0A964","P0ABC7"
"P0AD05","P0ABC7"
"P34749","P0ABC7"
"P0ADN2","P0ABC7"
"P0AA25","P0ABC7"
"P0DTT0","P0ABC7"
"P08622","P0ABC7"
"P0AFZ1","P68567"
"P0ACL9","P39405"
"P05791","P39405"
"P0ACF4","P39405"
"Q47274","P39405"
"P03030","P39405"
"P76027","P39405"
"P52647","P39405"
"P00579","P0AG96"
"P0A7V3","P39306"
"P0A7L0","P39306"
"P60422","P39306"
"P02359","P39306"
"P0A7V8","P39306"
"P0A8N0","P39306"
"Q47157","P39306"
"P75989","P39306"
"P0A7V0","P39306"
"P76344","P37614"
"P76344","P0ADP9"
"P0A7W7","P33594"
"P0A7V8","P33594"
"P0A7V8","P39264"
"P60438","P39264"
"P76154","P39264"
"P76073","P39264"
"P60723","P39264"
"P0AG44","P39264"
"P0A7X3","P39264"
"P38489","P39264"
"P0ACB0","P39264"
"P0A7L0","P39264"
"P0A6Y5","P39264"
"P0A7V3","P39264"
"P18776","Q2M7R5"
"P17117","Q2M7R5"
"P75883","Q2M7R5"
"P39831","Q2M7R5"
"P0A7G2","Q2M7R5"
"P15977","Q2M7R5"
"P75870","Q2M7R5"
"P45465","Q2M7R5"
"P0AEU7","Q2M7R5"
"P16432","P0ACB4"
"P0A948","P0ACB4"
"P34209","P0AFT8"
"P0AB65","P0AFT8"
"P67660","P0AFT8"
"P45527","P45475"
"P09147","P19926"
"P08337","P19926"
"P0AFB5","C1P620"
"P0ACZ4","C1P620"
"P0A761","P06709"
"P64606","P06709"
"P13033","P06709"
"P75779","P06709"
"P0AG78","P06709"
"P0A823","P06709"
"P0AG48","P06709"
"P0AG59","P06709"
"P0AA16","P06709"
"P77334","P0AGG8"
"P76329","P0AGG8"
"P77509","P0AGG8"
"P15877","P0AGG8"
"P0A6M8","P07639"
"P0A6Y1","P07639"
"P0A6F9","P39407"
"P0AF93","P39407"
"P77395","P39407"
"P39367","P39407"
"P60723","P39407"
"P0A7L0","P39407"
"P08622","P39407"
"P36659","P39407"
"P13035","P39407"
"P68688","P39407"
"P0ABS5","P39407"
"P0A7K6","P39407"
"P52106","P39407"
"P0AFI2","P39407"
"P02413","P39407"
"P21507","P39407"
"P0A9M0","P39407"
"P26459","P39407"
"P39177","P39407"
"P21513","P39407"
"P0A7R9","P39407"
"P69910","P39407"
"P0A7X3","P39407"
"P0C018","P39407"
"P0A7L3","P39407"
"P0A7V3","P39407"
"P60624","P39407"
"P0AG48","P39407"
"P0A7U7","P39407"
"P0A7R5","P39407"
"P0AA10","P39407"
"P0ADZ0","P39407"
"P0ACF0","P39407"
"P00960","P39407"
"P0AG30","P39384"
"P32157","P39384"
"P0A7R5","P39384"
"P0ADZ0","P39384"
"P0A910","P27127"
"P0A867","P27127"
"P20083","P0ADH5"
"P0A7V3","P0ADH5"
"P0ABB0","P0ADH5"
"Q46755","P0ADH5"
"P21599","P0ADH5"
"P0ADI7","P0ADH5"
"P0A7T7","P0ADH5"
"P76334","P0ADH5"
"P0A7W7","P0ADH5"
"P02358","P0ADH5"
"P60624","P0ADH5"
"P0AG48","P0ADH5"
"P0A7K6","P0ADH5"
"P0AA10","P0ADH5"
"P08245","P0ADH5"
"P0A7T3","P0ADH5"
"P06616","P0ADH5"
"P0A7J3","P37351"
"P75764","P37351"
"P0A7N9","P37351"
"P0A7K2","P37351"
"P0ACG1","P0A6M4"
"P0A8H6","P0A6M4"
"P0AEI4","P0A6M4"
"P0AFK9","P0A6M4"
"P0A905","P0A6M4"
"P0A9W9","P0AE85"
"P54746","P0AE85"
"P06612","P0AE85"
"P0ACB2","P0AE85"
"P23538","P0AE85"
"P0ACF4","P0AE85"
"P0ADZ0","P0AE85"
"P0AAG5","P0AE85"
