"N1","N2"
"P69924","P0ABY4"
"P52006","P0ABY4"
"P0AG16","P0ABY4"
"P0A7D7","P0ABY4"
"P08178","P0ABY4"
"P04079","P0ABY4"
"P0ADG7","P0ABY4"
"P0A763","P0ABY4"
"P15254","P0ABY4"
"P0AGG4","P0ABY4"
"P0AC65","P0ABY4"
"P39452","P0ABY4"
"P37146","P0ABY4"
"P0AEY3","P0ABY4"
"P0A884","P0ABY4"
"P0ABQ4","P33195"
"P0A9P0","P33195"
"P24186","P33195"
"P37051","P33195"
"P0AFS3","P33195"
"P08192","P33195"
"P0A9R4","P33195"
"P0A825","P33195"
"P0A884","P33195"
"P0ABQ4","P0A6T9"
"P06959","P0A6T9"
"P0A9P0","P0A6T9"
"P24186","P0A6T9"
"P60716","P0A6T9"
"P60720","P0A6T9"
"P0AFG6","P0A6T9"
"P0A6A8","P0A6T9"
"P37051","P0A6T9"
"P0AFS3","P0A6T9"
"P08192","P0A6T9"
"P0A9R4","P0A6T9"
"P0A825","P0A6T9"
"P0A884","P0A6T9"
"P33195","P0A6T9"
"P0ABQ4","P27248"
"P0A9P0","P27248"
"P24186","P27248"
"P37051","P27248"
"P0AFS3","P27248"
"P08192","P27248"
"P0A9R4","P27248"
"P0A825","P27248"
"P0A884","P27248"
"P33195","P27248"
"P0A6T9","P27248"
"P75728","P25534"
"P17993","P25534"
"P0AG03","P25534"
"P0ABQ4","P0AC28"
"P0A9P0","P0AC28"
"P24186","P0AC28"
"P37051","P0AC28"
"P0AFS3","P0AC28"
"P08192","P0AC28"
"P0A9R4","P0AC28"
"P0A825","P0AC28"
"P0A884","P0AC28"
"P33195","P0AC28"
"P0A6T9","P0AC28"
"P27248","P0AC28"
"P23721","P0A9T0"
"P0A870","P0A7Z0"
"P52697","P0A7Z0"
"P0AC53","P0A7Z0"
"P00350","P0A7Z0"
"P0A867","P0A7Z0"
"P33570","P0A7Z0"
"P27253","P52045"
"P62707","P0AB71"
"P21829","P0AB71"
"P26616","P0AB71"
"P0AD61","P0AB71"
"P23538","P0AB71"
"P06999","P0AB71"
"P0A9B2","P0AB71"
"P21599","P0AB71"
"P0A991","P0AB71"
"P76558","P0AB71"
"P0A6P9","P0AB71"
"P62707","P0A799"
"P21829","P0A799"
"P26616","P0A799"
"P0AD61","P0A799"
"P23538","P0A799"
"P06999","P0A799"
"P0A9B2","P0A799"
"P21599","P0A799"
"P0A991","P0A799"
"P76558","P0A799"
"P0A6P9","P0A799"
"P0AB71","P0A799"
"P62707","P21437"
"P21829","P21437"
"P26616","P21437"
"P0AD61","P21437"
"P23538","P21437"
"P06999","P21437"
"P0A9B2","P21437"
"P21599","P21437"
"P0A991","P21437"
"P76558","P21437"
"P0A6P9","P21437"
"P0AB71","P21437"
"P0A799","P21437"
"P0A870","P27302"
"P52697","P27302"
"P0AC53","P27302"
"P00350","P27302"
"P0A867","P27302"
"P33570","P27302"
"P0A7Z0","P27302"
"P60651","P21170"
"P0AF12","P0A817"
"P45578","P0A817"
"P0AEP7","P0AEP9"
"P77161","P0AEP9"
"P77364","P0AEP9"
"P37330","P0AEP9"
"P30863","Q46851"
"P76234","Q46851"
"P23256","P06721"
"P0ABK5","P06721"
"P16703","P06721"
"P30863","Q46857"
"P76234","Q46857"
"Q46851","Q46857"
"P0ABG1","P26647"
"P18200","P26647"
"P0AA84","P26647"
"P0A6A8","P26647"
"P0A6H8","P26647"
"P0A924","P26647"
"P0ABF8","P26647"
"P0AD42","P26647"
"P23830","P26647"
"P63228","P76658"
"P63224","P76658"
"P27249","P30870"
"P0AC55","P30870"
"P0A9Z1","P30870"
"P0A6L7","P42604"
"P0A6L7","P0A8G3"
"P05804","P0A8G3"
"P42604","P0A8G3"
"P0AFG8","P42632"
"P06959","P42632"
"P0A9P0","P42632"
"P36683","P42632"
"P0ABH7","P42632"
"P09373","P42632"
"P08200","P42632"
"P0A9Q7","P42632"
"P52643","P42632"
"P39451","P42632"
"P05042","P42632"
"P0AC33","P42632"
"P0AD61","P42632"
"P33221","P42632"
"P21599","P42632"
"P0A6A3","P42632"
"P0A9M8","P42632"
"P77218","P42632"
"P16433","P42632"
"P16432","P42632"
"P16431","P42632"
"P16430","P42632"
"P16429","P42632"
"P0AAK1","P42632"
"P0A6P9","P42632"
"P09373","P11868"
"P0A6A3","P11868"
"P0A9M8","P11868"
"P42632","P11868"
"P00561","P0AGF6"
"P00547","P0AGF6"
"P00934","P0AGF6"
"P00893","P0AGF6"
"P00894","P0AGF6"
"P09373","P0AGF6"
"P00509","P0AGF6"
"P16095","P0AGF6"
"P0A6A3","P0AGF6"
"P0A9M8","P0AGF6"
"P30744","P0AGF6"
"P42632","P0AGF6"
"P11868","P0AGF6"
"P54746","P23524"
"P0AES2","P23524"
"P0AES2","P0ABQ2"
"P23524","P0ABQ2"
"P0AES2","P23522"
"P23524","P23522"
"P0ABQ2","P23522"
"P06999","P0C8K0"
"P0A9S3","P0C8K0"
"P0C8J8","P0C8K0"
"P0C8J6","P0C8K0"
"P21513","P05055"
"P30850","P05055"
"P30014","P05055"
"P09155","P05055"
"P0A8V0","P05055"
"P0A6F1","P0A6E4"
"P00968","P0A6E4"
"P06960","P0A6E4"
"P0A6C5","P0A6E4"
"P37747","P31120"
"P37745","P31120"
"P37744","P31120"
"P37760","P31120"
"P37759","P31120"
"P0AD68","P0A749"
"P22188","P0A749"
"P11880","P0A749"
"P0A6W3","P0A749"
"P14900","P0A749"
"P17443","P0A749"
"P17952","P0A749"
"P07862","P0A749"
"P02919","P0A749"
"P0A6J8","P0A749"
"P76577","P0A749"
"P04951","P45395"
"P0A715","P45395"
"P17115","P45395"
"P0AD68","P46022"
"P22188","P46022"
"P11880","P46022"
"P0A6W3","P46022"
"P14900","P46022"
"P17443","P46022"
"P17952","P46022"
"P07862","P46022"
"P02919","P46022"
"P0A6J8","P46022"
"P76577","P46022"
"P0A749","P46022"
"P0A6F1","P09831"
"P00968","P09831"
"P77454","P09831"
"P22106","P09831"
"P0A6W0","P09831"
"P00370","P09831"
"P0A9R4","P09831"
"P0A6F1","P09832"
"P00968","P09832"
"P77454","P09832"
"P22106","P09832"
"P0A6W0","P09832"
"P00370","P09832"
"P0A9R4","P09832"
"P09831","P09832"
"P45425","P0A761"
"P0AFG8","P61889"
"P06959","P61889"
"P0A9P0","P61889"
"P36683","P61889"
"P0ABH7","P61889"
"P69054","P61889"
"P0AC44","P61889"
"P0AC41","P61889"
"P07014","P61889"
"P0AFG3","P61889"
"P0AFG6","P61889"
"P0A836","P61889"
"P0AGE9","P61889"
"P62707","P61889"
"P21829","P61889"
"P09373","P61889"
"P08200","P61889"
"P0A9Q7","P61889"
"P25516","P61889"
"P52643","P61889"
"P39451","P61889"
"P26616","P61889"
"P05042","P61889"
"P0AC33","P61889"
"P0AD61","P61889"
"P23538","P61889"
"P0A9B2","P61889"
"P21599","P61889"
"P0A991","P61889"
"P33940","P61889"
"P0A6A3","P61889"
"P0A9M8","P61889"
"P77218","P61889"
"P76558","P61889"
"P16433","P61889"
"P16432","P61889"
"P16431","P61889"
"P16430","P61889"
"P16429","P61889"
"P0AAK1","P61889"
"P0A6P9","P61889"
"P0AB71","P61889"
"P0A799","P61889"
"P21437","P61889"
"P42632","P61889"
"P0ABD5","P0ABD8"
"P0A6R0","P0ABD8"
"P0AAI9","P0ABD8"
"P0A6A8","P0ABD8"
"P0A9Q5","P0ABD8"
"P0ABD5","P24182"
"P0A6R0","P24182"
"P0AAI9","P24182"
"P0A6A8","P24182"
"P0A9Q5","P24182"
"P0ABD8","P24182"
"P0A6E1","P15770"
"P0AB91","P15770"
"P0A6D3","P15770"
"P0A6D5","P15770"
"P05194","P15770"
"P00887","P15770"
"P12008","P15770"
"P00888","P15770"
"P04036","P18335"
"P0A6F1","P18335"
"P00968","P18335"
"P0A9D8","P18335"
"P06960","P18335"
"P0AED7","P18335"
"P0A6L2","P18335"
"P0A6C5","P18335"
"P00861","P18335"
"P0A6E4","P18335"
"P0AC00","P45543"
"P00956","P00954"
"P16659","P00954"
"P21888","P00954"
"P07813","P00954"
"P00962","P00954"
"P0A8L1","P00954"
"P0A8M0","P00954"
"P0AGJ9","P00954"
"P07395","P00954"
"P08312","P00954"
"P0A8M3","P00954"
"P21889","P00954"
"P11875","P00954"
"P00959","P00954"
"P04805","P00954"
"P60906","P00954"
"P00957","P00954"
"P0A8N3","P00954"
"P0A870","P0AG07"
"P52697","P0AG07"
"P0AC53","P0AG07"
"P00350","P0AG07"
"P0A867","P0AG07"
"P33570","P0AG07"
"P0A7Z0","P0AG07"
"P27302","P0AG07"
"P0A6E1","P07639"
"P0AB91","P07639"
"P0A6D3","P07639"
"P0A6D5","P07639"
"P05194","P07639"
"P00887","P07639"
"P12008","P07639"
"P00888","P07639"
"P15770","P07639"
"P0AD68","P02918"
"P22188","P02918"
"P11880","P02918"
"P0A6W3","P02918"
"P14900","P02918"
"P17443","P02918"
"P17952","P02918"
"P07862","P02918"
"P02919","P02918"
"P0A6J8","P02918"
"P76577","P02918"
"P0A749","P02918"
"P46022","P02918"
"P0AF24","P64636"
"P45563","P64636"
"P0A840","P64636"
"Q46799","P64636"
"Q46800","P64636"
"Q46801","P64636"
"P76641","P64636"
"P62707","P22259"
"P21829","P22259"
"P26616","P22259"
"P23538","P22259"
"P0A9B2","P22259"
"P0A991","P22259"
"P76558","P22259"
"P0A6P9","P22259"
"P0AB71","P22259"
"P0A799","P22259"
"P21437","P22259"
"P61889","P22259"
"P21517","P15977"
"P36938","P15977"
"P0A6V8","P15977"
"P21517","P00490"
"P36938","P00490"
"P0A6V8","P00490"
"P15977","P00490"
"P09394","P13035"
"P0A9C0","P13035"
"P13033","P13035"
"P0A996","P13035"
"P21517","P0AC86"
"P36938","P0AC86"
"P0A6V8","P0AC86"
"P15977","P0AC86"
"P00490","P0AC86"
"P0A6U8","P0A6V1"
"P00561","P0A9Q9"
"P00547","P0A9Q9"
"P00934","P0A9Q9"
"P04036","P0A9Q9"
"P00893","P0A9Q9"
"P00894","P0A9Q9"
"P0A9D8","P0A9Q9"
"P00509","P0A9Q9"
"P23256","P0A9Q9"
"P0AED7","P0A9Q9"
"P0A6L2","P0A9Q9"
"P00861","P0A9Q9"
"P06721","P0A9Q9"
"P0AGF6","P0A9Q9"
"P18335","P0A9Q9"
"P30863","P46859"
"Q46857","P46859"
"P09394","P10908"
"P0A9C0","P10908"
"P13033","P10908"
"P0A996","P10908"
"P13035","P10908"
"P68688","P06715"
"P0AC59","P06715"
"P68688","P0AB96"
"P0AC59","P0AB96"
"P0A6L7","P37647"
"P05804","P37647"
"P42604","P37647"
"P0A8G3","P37647"
"P30863","P37666"
"Q46857","P37666"
"P46859","P37666"
"P00956","P00961"
"P16659","P00961"
"P21888","P00961"
"P07813","P00961"
"P00962","P00961"
"P0A8L1","P00961"
"P0A8M0","P00961"
"P0AGJ9","P00961"
"P07395","P00961"
"P08312","P00961"
"P0A8M3","P00961"
"P21889","P00961"
"P11875","P00961"
"P00959","P00961"
"P04805","P00961"
"P60906","P00961"
"P00957","P00961"
"P0A8N3","P00961"
"P00954","P00961"
"P00956","P00960"
"P16659","P00960"
"P21888","P00960"
"P07813","P00960"
"P00962","P00960"
"P0A8L1","P00960"
"P0A8M0","P00960"
"P0AGJ9","P00960"
"P07395","P00960"
"P08312","P00960"
"P0A8M3","P00960"
"P21889","P00960"
"P11875","P00960"
"P00959","P00960"
"P04805","P00960"
"P60906","P00960"
"P00957","P00960"
"P0A8N3","P00960"
"P00954","P00960"
"P00961","P00960"
"P29012","P09053"
"P08203","P37677"
"P37672","P37677"
"P37672","P37678"
"P37677","P37678"
"P08203","P37679"
"P37672","P37679"
"P37677","P37679"
"P37678","P37679"
"P08203","P37680"
"P37672","P37680"
"P37677","P37680"
"P37678","P37680"
"P37679","P37680"
"P0ABG1","P0A6S7"
"P18200","P0A6S7"
"P0AA84","P0A6S7"
"P0A6A8","P0A6S7"
"P0A6H8","P0A6S7"
"P0A924","P0A6S7"
"P0ABF8","P0A6S7"
"P0AD42","P0A6S7"
"P23830","P0A6S7"
"P26647","P0A6S7"
"P62707","P37689"
"P21829","P37689"
"P26616","P37689"
"P0AD61","P37689"
"P23538","P37689"
"P06999","P37689"
"P0A9B2","P37689"
"P21599","P37689"
"P0A991","P37689"
"P76558","P37689"
"P0A6P9","P37689"
"P0AB71","P37689"
"P0A799","P37689"
"P21437","P37689"
"P61889","P37689"
"P22259","P37689"
"P46883","P07913"
"P37692","P24173"
"P37692","P27242"
"P24173","P27242"
"P37692","P27240"
"P24173","P27240"
"P27242","P27240"
"P37692","P27129"
"P24173","P27129"
"P27242","P27129"
"P27240","P27129"
"P37692","P27128"
"P24173","P27128"
"P27242","P27128"
"P27240","P27128"
"P27129","P27128"
"P37692","P27127"
"P24173","P27127"
"P27242","P27127"
"P27240","P27127"
"P27129","P27127"
"P27128","P27127"
"P37692","P25741"
"P24173","P25741"
"P27242","P25741"
"P27240","P25741"
"P27129","P25741"
"P27128","P25741"
"P27127","P25741"
"P37692","P25740"
"P24173","P25740"
"P27242","P25740"
"P27240","P25740"
"P27129","P25740"
"P27128","P25740"
"P27127","P25740"
"P25741","P25740"
"P0A6I9","P0A6I6"
"P0A790","P0A6I6"
"P31663","P0A6I6"
"P31057","P0A6I6"
"P0A9J4","P0A6I6"
"P0A6I9","P0ABQ0"
"P0A790","P0ABQ0"
"P31663","P0ABQ0"
"P31057","P0ABQ0"
"P0A9J4","P0ABQ0"
"P0A6I6","P0ABQ0"
"P61949","P06968"
"P0A720","P06968"
"P28248","P06968"
"P00452","P06968"
"P69924","P06968"
"P52006","P06968"
"P0A763","P06968"
"P0AGG4","P06968"
"P0AC65","P06968"
"P39452","P06968"
"P37146","P06968"
"P0AEY3","P06968"
"P0A884","P06968"
"P0ABY4","P06968"
"P0A6F1","P0A7E3"
"P00968","P0A7E3"
"P0A7E9","P0A7E3"
"P0A7E1","P0A7E3"
"P05020","P0A7E3"
"P08244","P0A7E3"
"P0A763","P0A7E3"
"P0A7E5","P0A7E3"
"P69441","P60546"
"P09029","P60546"
"P0AG18","P60546"
"P61949","P60546"
"P0AB89","P60546"
"P33221","P60546"
"P00452","P60546"
"P69924","P60546"
"P0AG16","P60546"
"P0A7D7","P60546"
"P08178","P60546"
"P04079","P60546"
"P0ADG7","P60546"
"P0A763","P60546"
"P15254","P60546"
"P0AGG4","P60546"
"P0AC65","P60546"
"P39452","P60546"
"P37146","P60546"
"P0ABY4","P60546"
"P0A763","P0AG24"
"P0AG20","P0AG24"
"P00561","P0ADF8"
"P00547","P0ADF8"
"P00934","P0ADF8"
"P00893","P0ADF8"
"P00894","P0ADF8"
"P00509","P0ADF8"
"P0AGF6","P0ADF8"
"P0A9Q9","P0ADF8"
"P00561","P08142"
"P00547","P08142"
"P00934","P08142"
"P00893","P08142"
"P00894","P08142"
"P00509","P08142"
"P0AGF6","P08142"
"P0A9Q9","P08142"
"P0ADF8","P08142"
"P15877","P0A8Y5"
"P36938","P0A8Y5"
"P75792","P0A8Y5"
"P19926","P0A8Y5"
"P0A6V8","P0A8Y5"
"P37747","P17169"
"P37745","P17169"
"P37744","P17169"
"P37760","P17169"
"P37759","P17169"
"P31120","P17169"
"P37747","P0ACC7"
"P37745","P0ACC7"
"P37744","P0ACC7"
"P37760","P0ACC7"
"P37759","P0ACC7"
"P31120","P0ACC7"
"P17169","P0ACC7"
"P69441","P0A6E6"
"P09029","P0A6E6"
"P0AG18","P0A6E6"
"P61949","P0A6E6"
"P0AB89","P0A6E6"
"P33221","P0A6E6"
"P00452","P0A6E6"
"P69924","P0A6E6"
"P0AG16","P0A6E6"
"P0A7D7","P0A6E6"
"P08178","P0A6E6"
"P04079","P0A6E6"
"P0ADG7","P0A6E6"
"P0A763","P0A6E6"
"P15254","P0A6E6"
"P0AGG4","P0A6E6"
"P0AC65","P0A6E6"
"P39452","P0A6E6"
"P37146","P0A6E6"
"P0ABY4","P0A6E6"
"P60546","P0A6E6"
"P69441","P0ABB4"
"P09029","P0ABB4"
"P0AG18","P0ABB4"
"P61949","P0ABB4"
"P0AB89","P0ABB4"
"P33221","P0ABB4"
"P00452","P0ABB4"
"P69924","P0ABB4"
"P0AG16","P0ABB4"
"P0A7D7","P0ABB4"
"P08178","P0ABB4"
"P04079","P0ABB4"
"P0ADG7","P0ABB4"
"P0A763","P0ABB4"
"P15254","P0ABB4"
"P0AGG4","P0ABB4"
"P0AC65","P0ABB4"
"P39452","P0ABB4"
"P37146","P0ABB4"
"P0ABY4","P0ABB4"
"P60546","P0ABB4"
"P0A6E6","P0ABB4"
"P69441","P0ABA6"
"P09029","P0ABA6"
"P0AG18","P0ABA6"
"P61949","P0ABA6"
"P0AB89","P0ABA6"
"P33221","P0ABA6"
"P00452","P0ABA6"
"P69924","P0ABA6"
"P0AG16","P0ABA6"
"P0A7D7","P0ABA6"
"P08178","P0ABA6"
"P04079","P0ABA6"
"P0ADG7","P0ABA6"
"P0A763","P0ABA6"
"P15254","P0ABA6"
"P0AGG4","P0ABA6"
"P0AC65","P0ABA6"
"P39452","P0ABA6"
"P37146","P0ABA6"
"P0ABY4","P0ABA6"
"P60546","P0ABA6"
"P0A6E6","P0ABA6"
"P0ABB4","P0ABA6"
"P69441","P0ABB0"
"P09029","P0ABB0"
"P0AG18","P0ABB0"
"P61949","P0ABB0"
"P0AB89","P0ABB0"
"P33221","P0ABB0"
"P00452","P0ABB0"
"P69924","P0ABB0"
"P0AG16","P0ABB0"
"P0A7D7","P0ABB0"
"P08178","P0ABB0"
"P04079","P0ABB0"
"P0ADG7","P0ABB0"
"P0A763","P0ABB0"
"P15254","P0ABB0"
"P0AGG4","P0ABB0"
"P0AC65","P0ABB0"
"P39452","P0ABB0"
"P37146","P0ABB0"
"P0ABY4","P0ABB0"
"P60546","P0ABB0"
"P0A6E6","P0ABB0"
"P0ABB4","P0ABB0"
"P0ABA6","P0ABB0"
"P69441","P0ABA4"
"P09029","P0ABA4"
"P0AG18","P0ABA4"
"P61949","P0ABA4"
"P0AB89","P0ABA4"
"P33221","P0ABA4"
"P00452","P0ABA4"
"P69924","P0ABA4"
"P0AG16","P0ABA4"
"P0A7D7","P0ABA4"
"P08178","P0ABA4"
"P04079","P0ABA4"
"P0ADG7","P0ABA4"
"P0A763","P0ABA4"
"P15254","P0ABA4"
"P0AGG4","P0ABA4"
"P0AC65","P0ABA4"
"P39452","P0ABA4"
"P37146","P0ABA4"
"P0ABY4","P0ABA4"
"P60546","P0ABA4"
"P0A6E6","P0ABA4"
"P0ABB4","P0ABA4"
"P0ABA6","P0ABA4"
"P0ABB0","P0ABA4"
"P69441","P0ABA0"
"P09029","P0ABA0"
"P0AG18","P0ABA0"
"P61949","P0ABA0"
"P0AB89","P0ABA0"
"P33221","P0ABA0"
"P00452","P0ABA0"
"P69924","P0ABA0"
"P0AG16","P0ABA0"
"P0A7D7","P0ABA0"
"P08178","P0ABA0"
"P04079","P0ABA0"
"P0ADG7","P0ABA0"
"P0A763","P0ABA0"
"P15254","P0ABA0"
"P0AGG4","P0ABA0"
"P0AC65","P0ABA0"
"P39452","P0ABA0"
"P37146","P0ABA0"
"P0ABY4","P0ABA0"
"P60546","P0ABA0"
"P0A6E6","P0ABA0"
"P0ABB4","P0ABA0"
"P0ABA6","P0ABA0"
"P0ABB0","P0ABA0"
"P0ABA4","P0ABA0"
"P69441","P68699"
"P09029","P68699"
"P0AG18","P68699"
"P61949","P68699"
"P0AB89","P68699"
"P33221","P68699"
"P00452","P68699"
"P69924","P68699"
"P0AG16","P68699"
"P0A7D7","P68699"
"P08178","P68699"
"P04079","P68699"
"P0ADG7","P68699"
"P0A763","P68699"
"P15254","P68699"
"P0AGG4","P68699"
"P0AC65","P68699"
"P39452","P68699"
"P37146","P68699"
"P0ABY4","P68699"
"P60546","P68699"
"P0A6E6","P68699"
"P0ABB4","P68699"
"P0ABA6","P68699"
"P0ABB0","P68699"
"P0ABA4","P68699"
"P0ABA0","P68699"
"P69441","P0AB98"
"P09029","P0AB98"
"P0AG18","P0AB98"
"P61949","P0AB98"
"P0AB89","P0AB98"
"P33221","P0AB98"
"P00452","P0AB98"
"P69924","P0AB98"
"P0AG16","P0AB98"
"P0A7D7","P0AB98"
"P08178","P0AB98"
"P04079","P0AB98"
"P0ADG7","P0AB98"
"P0A763","P0AB98"
"P15254","P0AB98"
"P0AGG4","P0AB98"
"P0AC65","P0AB98"
"P39452","P0AB98"
"P37146","P0AB98"
"P0ABY4","P0AB98"
"P60546","P0AB98"
"P0A6E6","P0AB98"
"P0ABB4","P0AB98"
"P0ABA6","P0AB98"
"P0ABB0","P0AB98"
"P0ABA4","P0AB98"
"P0ABA0","P0AB98"
"P68699","P0AB98"
"P00561","P0ADG1"
"P00547","P0ADG1"
"P00934","P0ADG1"
"P00893","P0ADG1"
"P00894","P0ADG1"
"P00509","P0ADG1"
"P0AGF6","P0ADG1"
"P0A9Q9","P0ADG1"
"P0ADF8","P0ADG1"
"P08142","P0ADG1"
"P00561","P0AB80"
"P00547","P0AB80"
"P00934","P0AB80"
"P30126","P0AB80"
"P0A6A6","P0AB80"
"P30125","P0AB80"
"P09151","P0AB80"
"P00893","P0AB80"
"P00894","P0AB80"
"P00509","P0AB80"
"P29012","P0AB80"
"P0A9J8","P0AB80"
"P07023","P0AB80"
"P0AGF6","P0AB80"
"P0A9Q9","P0AB80"
"P09053","P0AB80"
"P0ADF8","P0AB80"
"P08142","P0AB80"
"P0ADG1","P0AB80"
"P00561","P05791"
"P00547","P05791"
"P00934","P05791"
"P00893","P05791"
"P00894","P05791"
"P00509","P05791"
"P0AGF6","P05791"
"P0A9Q9","P05791"
"P0ADF8","P05791"
"P08142","P05791"
"P0ADG1","P05791"
"P0AB80","P05791"
"P00561","P04968"
"P00547","P04968"
"P00934","P04968"
"P00893","P04968"
"P00894","P04968"
"P00509","P04968"
"P0AGF6","P04968"
"P0A9Q9","P04968"
"P0ADF8","P04968"
"P08142","P04968"
"P0ADG1","P04968"
"P0AB80","P04968"
"P05791","P04968"
"P00561","P05793"
"P00547","P05793"
"P00934","P05793"
"P00893","P05793"
"P00894","P05793"
"P00509","P05793"
"P0AGF6","P05793"
"P0A9Q9","P05793"
"P0ADF8","P05793"
"P08142","P05793"
"P0ADG1","P05793"
"P0AB80","P05793"
"P05791","P05793"
"P04968","P05793"
"P69441","P0AA25"
"P09029","P0AA25"
"P0AG18","P0AA25"
"P61949","P0AA25"
"P0A9P4","P0AA25"
"P0A720","P0AA25"
"P0AB89","P0AA25"
"P33221","P0AA25"
"P28248","P0AA25"
"P00452","P0AA25"
"P69924","P0AA25"
"P52006","P0AA25"
"P0AG16","P0AA25"
"P0A7D7","P0AA25"
"P08178","P0AA25"
"P04079","P0AA25"
"P0ADG7","P0AA25"
"P0A763","P0AA25"
"P15254","P0AA25"
"P0AGG4","P0AA25"
"P0AC65","P0AA25"
"P39452","P0AA25"
"P37146","P0AA25"
"P0A6J1","P0AA25"
"P23845","P0AA25"
"P21156","P0AA25"
"P17854","P0AA25"
"P17846","P0AA25"
"P38038","P0AA25"
"P0AEY3","P0AA25"
"P0A884","P0AA25"
"P0ABY4","P0AA25"
"P06968","P0AA25"
"P60546","P0AA25"
"P0A6E6","P0AA25"
"P0ABB4","P0AA25"
"P0ABA6","P0AA25"
"P0ABB0","P0AA25"
"P0ABA4","P0AA25"
"P0ABA0","P0AA25"
"P68699","P0AA25"
"P0AB98","P0AA25"
"P0AC78","P27828"
"P0AC78","P27829"
"P27828","P27829"
"P37747","P27830"
"P37745","P27830"
"P37744","P27830"
"P37760","P27830"
"P37759","P27830"
"P31120","P27830"
"P17169","P27830"
"P0ACC7","P27830"
"P0AC78","P27830"
"P27828","P27830"
"P27829","P27830"
"P37747","P61887"
"P37745","P61887"
"P37744","P61887"
"P37760","P61887"
"P37759","P61887"
"P31120","P61887"
"P17169","P61887"
"P0ACC7","P61887"
"P0AC78","P61887"
"P27828","P61887"
"P27829","P61887"
"P27830","P61887"
"P0AC78","P27832"
"P27828","P27832"
"P27829","P27832"
"P27830","P27832"
"P61887","P27832"
"P0AC78","P27833"
"P27828","P27833"
"P27829","P27833"
"P27830","P27833"
"P61887","P27833"
"P27832","P27833"
"P0AC78","P27836"
"P27828","P27836"
"P27829","P27836"
"P27830","P27836"
"P61887","P27836"
"P27832","P27836"
"P27833","P27836"
"P23893","P09126"
"P0ACB2","P09126"
"P23871","P09126"
"P0A6X1","P09126"
"P04805","P09126"
"P36553","P09126"
"P23893","P06983"
"P0ACB2","P06983"
"P23871","P06983"
"P0A6X1","P06983"
"P04805","P06983"
"P36553","P06983"
"P09126","P06983"
"P04036","P0A6K1"
"P0A9D8","P0A6K1"
"P0AED7","P0A6K1"
"P0A6L2","P0A6K1"
"P00861","P0A6K1"
"P18335","P0A6K1"
"P0A9Q9","P0A6K1"
"P15877","P27848"
"P36938","P27848"
"P75792","P27848"
"P19926","P27848"
"P0A6V8","P27848"
"P0A8Y5","P27848"
"P0AF12","P25665"
"P23256","P25665"
"P45578","P25665"
"P0A817","P25665"
"P06721","P25665"
"P0A9Q9","P25665"
"P25524","P12758"
"P0A6I0","P12758"
"P0A8F4","P12758"
"P0ABF6","P12758"
"P0A8F0","P12758"
"P0A763","P12758"
"P75728","P0A887"
"P17993","P0A887"
"P0AG03","P0A887"
"P25534","P0A887"
"P75728","P0A6A0"
"P17993","P0A6A0"
"P0AG03","P0A6A0"
"P25534","P0A6A0"
"P0A887","P0A6A0"
"P75728","P0AAB4"
"P17993","P0AAB4"
"P0AG03","P0AAB4"
"P25534","P0AAB4"
"P0A887","P0AAB4"
"P0A6A0","P0AAB4"
"Q47146","P21151"
"P77455","P21151"
"P0A9U8","P21151"
"P38135","P21151"
"P69451","P21151"
"P76461","P21151"
"P77399","P21151"
"P76503","P21151"
"P0A9R4","P21151"
"P23893","P0ACB4"
"P0ACB2","P0ACB4"
"P23871","P0ACB4"
"P0A6X1","P0ACB4"
"P04805","P0ACB4"
"P36553","P0ACB4"
"P09126","P0ACB4"
"P06983","P0ACB4"
"P23871","P32131"
"P0ACB4","P32131"
"P27249","P0AFB8"
"P0AC55","P0AFB8"
"P0A9Z1","P0AFB8"
"P30870","P0AFB8"
"P27249","P0AFB5"
"P0AC55","P0AFB5"
"P0A9Z1","P0AFB5"
"P30870","P0AFB5"
"P0AFB8","P0AFB5"
"P18775","P0AEL0"
"P18776","P0AEL0"
"P18777","P0AEL0"
"P33226","P0AEL0"
"P33225","P0AEL0"
"P09152","P0AEL0"
"P11349","P0AEL0"
"P11350","P0AEL0"
"P0AF32","P0AEL0"
"P19318","P0AEL0"
"P19319","P0AEL0"
"P24183","P0AEL0"
"P0AAJ3","P0AEL0"
"P0AEK7","P0AEL0"
"P46923","P0AEL0"
"P52005","P0AEL0"
"P18775","P0AAJ5"
"P18776","P0AAJ5"
"P18777","P0AAJ5"
"P33226","P0AAJ5"
"P33225","P0AAJ5"
"P09152","P0AAJ5"
"P11349","P0AAJ5"
"P11350","P0AAJ5"
"P0AF32","P0AAJ5"
"P19318","P0AAJ5"
"P19319","P0AAJ5"
"P24183","P0AAJ5"
"P0AAJ3","P0AAJ5"
"P0AEK7","P0AAJ5"
"P46923","P0AAJ5"
"P52005","P0AAJ5"
"P0AEL0","P0AAJ5"
"P08203","P32170"
"P37677","P32170"
"P37679","P32170"
"P37680","P32170"
"P32169","P32170"
"P62707","P0A796"
"P21829","P0A796"
"P0AD61","P0A796"
"P23538","P0A796"
"P06999","P0A796"
"P0A9B2","P0A796"
"P21599","P0A796"
"P0A991","P0A796"
"P0A6P9","P0A796"
"P0AB71","P0A796"
"P0A799","P0A796"
"P21437","P0A796"
"P37689","P0A796"
"P62707","P0A858"
