node1 node2 experimental database textmining combined_score
PA0029 PA2648 485 0 0 485
PA0029 PA4430 573 0 0 573
PA0029 PA1344 188 0 43 189
PA0029 PA3437 188 0 43 189
PA0029 PA0182 188 0 43 189
PA0029 PA4281 533 0 0 533
PA0029 PA3334 334 0 0 334
PA0029 PA5150 188 0 43 189
PA0029 PA3839 0 0 162 161
PA0029 PA4098 188 0 43 189
PA0029 PA3885 555 0 0 555
PA0029 PA2554 188 0 43 189
PA0029 PA3387 188 0 43 189
PA0029 PA3287 444 0 85 469
PA0029 PA1828 188 0 43 189
PA0029 PA3327 334 0 0 334
PA0029 PA2918 188 0 43 189
PA0029 PA1649 188 0 43 189
PA0029 PA4089 188 0 43 189
PA0029 PA2400 334 0 0 334
PA0029 PA2966 334 0 0 334
PA0029 PA4389 188 0 43 189
PA0029 PA2142 188 0 43 189
PA0029 PA4162 188 0 43 189
PA0029 PA2498 444 0 85 469
PA0029 PA1023 188 0 43 189
PA0029 PA1066 188 0 43 189
PA0029 PA2967 188 0 43 189
PA0029 PA3507 188 0 43 189
PA0029 PA3173 188 0 43 189
PA0029 PA4786 188 0 43 189
PA0029 PA5521 188 0 43 189
PA0029 PA5524 188 0 43 189
PA0029 PA1827 188 0 43 189
PA0029 PA1869 334 0 0 334
PA0029 PA5031 188 0 43 189
PA0029 PA4612 444 0 85 469
PA0029 PA3128 188 0 43 189
PA0030 PA3187 0 540 0 540
PA0030 PA3383 0 360 0 360
PA0030 PA5377 0 800 99 812
PA0030 PA0890 0 360 0 360
PA0030 PA4496 0 360 0 360
PA0030 PA2397 0 540 0 540
PA0030 PA3236 0 540 0 540
PA0030 PA0603 0 360 0 360
PA0030 PA4193 0 360 0 360
PA0030 PA5103 0 360 0 360
PA0030 PA3890 0 540 0 540
PA0030 PA0302 0 360 0 360
PA0030 PA5231 0 360 0 360
PA0030 PA5095 0 800 99 812
PA0030 PA3888 0 540 0 540
PA0030 PA5096 0 360 0 360
PA0030 PA4500 0 360 0 360
