node1,node2
b0399,b1609
b1647,b3616
b1329,b3542
b0054,b2948
b0150,b3006
b0179,b0737
b0049,b2946
b1608,b3350
b0054,b1654
b1609,b3868
b0054,b3005
b0020,b1275
b2148,b2149
b0108,b2617
b0049,b0636
b0828,b1435
b0181,b2378
b0049,b2742
b0049,b4169
b0054,b1863
b0009,b0997
b0054,b1987
b0093,b0849
b0020,b3521
b0493,b1813
b0695,b0995
b0110,b1654
b0093,b4262
b0535,b1884
b1325,b4235
b0110,b2619
b0121,b2069
b0325,b1406
b0215,b2947
b0078,b2786
b0177,b3181
b0830,b3478
b0208,b2232
b0724,b2081
b0054,b2472
b0215,b0662
b0179,b2378
b0106,b2950
b0156,b2747
b0724,b1697
b0049,b2513
b1394,b2766
b0215,b2948
b0009,b1587
b0049,b1054
b1884,b3025
b0093,b0630
b0399,b3869
b0054,b3294
b2219,b4124
b2078,b3160
b0049,b0630
b0052,b2564
b1096,b3911
b1781,b3831
b1969,b4399
b0020,b0208
b0054,b4169
b0208,b3869
b0054,b1275
b1485,b3476
b0096,b4220
b0010,b3210
b0156,b2865
b0053,b2830
b0049,b0110
b0049,b3609
b0054,b2865
b1435,b3012
b0110,b1987
b0995,b2078
b0215,b4059
b0688,b2241
b0177,b3391
b0121,b1000
b0053,b1703
b1312,b2078
b0054,b0215
b0110,b0524
b0156,b1054
b0053,b1912
b0156,b4234
b0143,b3259
b0015,b0047
b2081,b3179
b0177,b2378
b0054,b2553
b0177,b2472
b1313,b1478
b0215,b0737
b0825,b2935
b0054,b3281
b0110,b1861
b0110,b2532
b1883,b2078
b0215,b2828
b0053,b1861
b2078,b3405
b0036,b1699
b0020,b0504
b0110,b2617
b0428,b1395
b0695,b1235
b0049,b2568
b0212,b1799
b0346,b0506
b0054,b2893
b0156,b4262
b1406,b2091
b0093,b3190
b0054,b3006
b0177,b2708
b0110,b2568
b0054,b3200
b0695,b3012
b0177,b3966
b2029,b3646
b0831,b1243
b1435,b2615
b0212,b0849
b0212,b2906
b0110,b1204
b0110,b4262
b0385,b1815
b0020,b1659
b0215,b4040
b0054,b3839
b1244,b3476
b0054,b1628
b0053,b3281
b0093,b2568
b0320,b0728
b0156,b4169
b0570,b1969
b0619,b1489
b0208,b2301
b0110,b3259
b0393,b3228
b0053,b2748
b0110,b1275
b0156,b2948
b0178,b2748
b0053,b3229
b0177,b3265
b1435,b3616
b0049,b3640
b0093,b4221
