node1,node2
b0588,b0592
b3316,b4200
b0021,b0988
b1083,b1950
b3299,b3308
b1246,b2180
b2609,b3317
b2266,b2672
b1071,b1924
b0911,b3985
b0169,b3637
b3341,b3985
b1991,b1992
b0911,b3317
b0023,b3065
b2727,b2730
b3313,b3340
b3509,b3511
b4098,b4101
b2609,b3315
b3296,b3985
b1857,b1859
b1921,b1926
b1083,b1946
b1076,b1082
b1466,b1467
b1077,b1942
b3510,b3511
b2524,b2525
b1225,b1468
b2282,b2284
b3297,b3304
b0886,b0887
b3307,b3314
b0623,b1557
b0999,b1000
b3304,b3310
b1492,b3511
b4098,b4100
b3305,b3341
b0198,b0199
b1078,b1942
b3315,b4200
b3021,b3022
b2609,b3298
b3310,b3316
b3476,b3477
b1082,b1926
b1075,b1925
b3186,b3321
b1037,b1038
b3316,b3341
b3231,b3301
b3231,b4203
b3186,b3231
b2060,b2061
b3312,b3341
b1080,b1950
b3541,b3542
b3297,b3315
b3231,b3298
b3320,b3985
b2260,b2261
b1080,b1083
b2609,b3307
b4094,b4098
b1521,b4323
b1304,b1306
b2146,b2147
b3706,b3741
b3230,b3314
b1081,b1950
b3303,b3304
b1079,b1949
b3309,b3321
b2609,b3313
b2609,b3306
b3733,b3738
b1073,b1949
b2280,b2284
b0750,b2574
b3231,b3310
b3296,b3299
b1078,b1880
b3231,b3983
b3315,b3983
b0623,b1552
b1078,b1937
b3294,b3320
b3307,b3341
b0169,b3297
b3748,b3750
b0169,b3296
b1682,b1684
b2038,b2041
b3231,b3985
b1075,b1082
b1880,b1944
b3092,b4322
b3315,b4203
b0590,b0592
b0588,b0590
b1942,b1944
b2369,b2370
b4142,b4143
b3116,b3117
b0724,b0729
b3543,b3544
b1076,b1080
b1076,b1946
b1080,b1941
b2277,b2280
b3231,b3304
b2728,b2990
b3091,b4323
b0903,b0904
b1374,b1545
b4036,b4037
b2281,b2285
b0014,b2614
b2557,b4005
b0911,b3231
b1071,b1083
b3311,b3315
b3117,b3118
b2606,b4202
b1072,b1941
b2200,b2201
b3313,b4203
b1944,b1950
b1881,b1882
b1076,b1941
b3305,b4203
b2751,b2764
b3305,b4202
b1074,b1082
b2609,b3318
b1080,b1938
b3294,b3316
b1073,b1921
b0911,b3304
b3296,b3312
b0586,b0594
b1078,b1946
b1174,b1175
b2529,b2531
b2499,b2557
b0586,b0593
b1924,b1937
b3294,b3319
b3725,b3727
b3297,b3316
b3310,b3311
b3321,b4203
b2802,b2803
b4095,b4098
b4096,b4099
b1938,b1946
b1074,b1938
b3320,b4202
b2609,b3308
b1070,b1078
b3303,b3318
b0428,b0432
b1076,b1079
b4095,b4102
b1492,b3509
b1194,b3525
b2425,b2764
b1078,b1941
b1116,b1117
b0911,b3320
b3230,b3296
b1071,b1925
b2996,b2997
b1078,b1938
b0974,b0977
b3230,b3307
b1079,b1943
b2203,b2205
b0809,b0810
b4095,b4099
b2609,b3316
b1075,b1946
b0975,b0977
b1070,b1076
b2039,b2041
b0052,b2564
b2609,b3231
b0595,b0596
b3186,b3637
b3301,b3983
b1073,b1943
b0177,b2617
b2726,b2730
b3309,b3985
b1676,b1854
b3319,b4202
b3321,b4202
b1073,b1950
b3319,b3340
b3231,b3341
b3304,b4202
b3315,b3985
b1924,b1950
b3733,b3736
b1074,b1080
b3627,b3628
b3749,b3751
b2266,b3098
b3294,b4203
b2609,b3305
b3415,b3437
b2606,b2609
b1681,b1684
b0996,b0997
b2752,b2762
b0123,b0484
b3450,b3451
b3299,b3304
b2425,b2752
b2751,b2763
b0677,b0678
b4287,b4289
b2606,b3231
b1074,b1921
b1946,b1947
b3092,b4323
b1070,b1924
b1075,b1079
b0572,b0574
